#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYN010018355.1	1	2034	823	2034	100	44.1559	34.9	53
JAACYN010018394.1	1	3011	1613	3011	100	62.8369	35.5	47.6
JAACYN010018395.1	1	6207	3451	6207	100	67.0129	35.6	53.7
JAACYN010018424.1	1	1607	1423	1607	100	110.203	35.7	56
JAACYN010018433.1	1	2977	6223	2977	100	240.673	35.9	35.2
JAACYN010018592.1	1	2802	1310	2802	100	61.6021	36	58
JAACYN010018613.1	1	11093	4863	11092	99.991	56.4801	35.8	57.9
JAACYN010018624.1	1	3552	2370	3552	100	85.7556	35.8	57
JAACYN010018685.1	1	7434	3332	7434	100	56.4451	35.8	58.6
JAACYN010018697.1	1	4114	1827	4114	100	57.9033	35.5	59.2
JAACYN010018702.1	1	8139	3173	8139	100	50.8073	35.7	56.1
JAACYN010018772.1	1	2313	3271	2313	100	185.755	35.9	46.7
JAACYN010018844.1	1	2731	6346	2731	100	300.591	36	29.9
JAACYN010018871.1	1	1361	3213	1360	99.9265	311.661	35.9	2.48
JAACYN010018964.1	1	3588	1650	3588	100	53.6962	35.7	50.7
MU018165.1	1	4431	2035	4422	99.7969	57.8775	35.5	58
MU018166.1	1	9763	5618	9762	99.9898	68.7393	35.4	55
MU018167.1	1	1155	680	1058	91.6017	62.5636	33.9	49.9
JAACYN010019119.1	1	2752	1510	2752	100	62.3884	35.5	54.2
JAACYN010019220.1	1	8620	4017	8620	100	60.3778	35.9	53.9
JAACYN010019228.1	1	13157	6133	13157	100	59.9782	35.8	57.1
MU018168.1	1	4176	72334	4085	97.8209	796.085	33.9	6.06
MU018169.1	1	3593	1410	3587	99.833	49.9251	35.7	58.4
MU018170.1	1	9030	4397	8948	99.0919	62.2846	35.6	53.1
JAACYN010019502.1	1	4371	1946	4371	100	58.1995	35.9	22.9
JAACYN010019566.1	1	3656	1245	3656	100	43.8966	35.8	58.7
JAACYN010019569.1	1	3557	1383	3557	100	49.7034	35.7	58.8
JAACYN010019579.1	1	1958	762	1958	100	49.3187	35	54.3
JAACYN010019606.1	1	6552	3484	6552	100	67.7138	35.9	51.9
JAACYN010019659.1	1	1403	2910	1403	100	139.855	33.8	31.9
JAACYN010019661.1	1	16920	6914	16920	100	53.0596	35.9	58.5
JAACYN010019748.1	1	1821	579	1821	100	40.9099	35.2	59
JAACYN010019755.1	1	3140	1312	3140	100	52.6121	35.7	56.3
JAACYN010019759.1	1	2698	1474	2697	99.9629	62.8306	35.4	10.2
JAACYN010019765.1	1	9246	4108	9246	100	56.3624	35.9	58.7
JAACYN010019781.1	1	2561	1695	2561	100	76.2382	35.4	50.8
JAACYN010019783.1	1	3584	1506	3584	100	55.144	35.7	58.9
JAACYN010019804.1	1	7151	3098	7151	100	55.5422	35.7	37.3
JAACYN010019810.1	1	5101	1180	5083	99.6471	30.1239	36	12.6
JAACYN010019898.1	1	6150	2777	6150	100	55.6515	35.5	54.5
JAACYN010019905.1	1	8344	4151	8344	100	64.6312	35.8	55.7
JAACYN010019924.1	1	1225	301	1222	99.7551	27.4016	35.3	19.9
JAACYN010019947.1	1	1244	538	1244	100	46.8424	35.7	59.6
JAACYN010019964.1	1	3425	3663	3425	100	106.684	34	42.1
MU018171.1	1	6371	2086	6284	98.6344	39.4423	35.4	52.5
JAACYN010020222.1	1	6518	3191	6515	99.954	55.0275	35.1	49.2
JAACYN010020241.1	1	1763	893	1754	99.4895	54.5865	34.2	43.8
JAACYN010020348.1	1	7370	2678	7370	100	46.1871	35.6	58.1
JAACYN010020443.1	1	1404	699	1404	100	59.2756	35.6	35.9
JAACYN010020458.1	1	3326	1299	3326	100	49.6164	35.5	57.5
JAACYN010020460.1	1	3575	1446	3575	100	46.8439	35.6	57.3
JAACYN010020492.1	1	8855	6447	8855	100	79.4872	34.4	46.3
JAACYN010020495.1	1	10294	4615	10289	99.9514	58.116	35.9	56.9
JAACYN010020523.1	1	7507	3975	7507	100	68.686	35.9	59.1
JAACYN010020537.1	1	8997	3277	8997	100	46.4287	35.4	58.7
MU018172.1	1	3231	694	3044	94.2123	27.0662	35.7	29.2
JAACYN010020561.1	1	6402	2513	6402	100	51.2679	35.8	59.3
JAACYN010020578.1	1	27729	6301	27710	99.9315	29.574	35.8	0.186
MU018173.1	1	17692	7607	17598	99.4687	54.1298	35.7	56.6
JAACYN010020642.1	1	5269	2502	5269	100	62.4813	35.9	52.3
MU018174.1	1	19732	8605	19633	99.4983	55.805	35.7	58.4
JAACYN010020671.1	1	4612	2012	4576	99.2194	55.2279	35.8	38.8
JAACYN010020674.1	1	3547	641	3547	100	23.2394	35.8	3.47
MU018175.1	1	7972	8991	7866	98.6703	83.6701	34.5	21.4
JAACYN010020779.1	1	24373	5241	24351	99.9097	27.4576	35.7	0.924
JAACYN010020783.1	1	4820	2954	4820	100	77.9894	35.8	57.8
JAACYN010020811.1	1	7507	3350	7507	100	57.8318	35.9	57.2
MU018176.1	1	22938	13501	22850	99.6164	62.1117	34.7	43
JAACYN010020823.1	1	4279	1724	4279	100	51.6296	35.8	59.6
JAACYN010020825.1	1	6447	2534	6447	100	50.9561	35.8	57.6
JAACYN010020828.1	1	3422	1485	3422	100	54.6733	35.7	48.7
JAACYN010020900.1	1	6261	2000	6261	100	40.9543	35.5	48.7
JAACYN010020902.1	1	8003	3145	8003	100	47.8914	35.5	53.4
JAACYN010020911.1	1	9254	3937	9254	100	55.0237	35.7	59.3
JAACYN010020914.1	1	3200	770	3190	99.6875	31.0122	35.8	6.25
JAACYN010020915.1	1	3069	1382	3069	100	57.7986	35.8	58.4
JAACYN010020925.1	1	8004	3691	8004	100	59.3906	35.8	57.3
JAACYN010020949.1	1	7098	3300	7098	100	60.0268	35.8	58.7
JAACYN010020996.1	1	3000	563	2992	99.7333	23.215	35.6	9.59
MU018177.1	1	6582	5530	6580	99.9696	98.1809	34.1	33.6
MU018178.1	1	3462	3594	3454	99.7689	132.062	36	56
MU018179.1	1	7789	3292	7678	98.5749	54.8512	35.6	57.8
MU018180.1	1	13529	5709	13521	99.9409	54.2548	35.7	58.3
JAACYN010021198.1	1	9591	4839	9590	99.9896	66.0287	35.8	46.1
JAACYN010021226.1	1	3874	1227	3854	99.4837	35.8539	35.4	6.3
JAACYN010021227.1	1	9347	4177	9347	100	57.9013	35.7	58.7
JAACYN010021245.1	1	9627	4209	9627	100	56.6268	35.9	59.6
JAACYN010021272.1	1	10124	5136	10124	100	65.5471	35.7	59
JAACYN010021358.1	1	5069	4407	5069	100	113.056	35.8	59.4
JAACYN010021395.1	1	8015	5398	8015	100	84.3002	35.7	59.1
JAACYN010021411.1	1	16671	8203	16671	100	63.5263	35.9	58.3
JAACYN010021413.1	1	5832	2290	5832	100	50.2212	35.6	58.4
JAACYN010021463.1	1	7418	3088	7418	100	53.5791	35.7	58.5
JAACYN010021469.1	1	6210	2617	6210	100	54.9681	35.8	59
MU018181.1	1	15051	8269	14946	99.3024	70.5909	35.8	48.3
JAACYN010021573.1	1	22979	11008	22979	100	60.4688	35.6	54.7
MU018182.1	1	7987	3191	7899	98.8982	48.1422	35.4	50.3
JAACYN010021592.1	1	7237	3382	7237	100	59.851	35.8	54.6
JAACYN010021606.1	1	9587	6146	9587	100	76.6282	35.2	53.5
JAACYN010021611.1	1	6044	1937	6044	100	41.2859	35.7	22.7
JAACYN010021616.1	1	7329	2842	7329	100	50.4872	35.6	57.2
MU018183.1	1	8142	1394	8061	99.0052	21.8546	35.7	6.47
JAACYN010021637.1	1	14406	6500	14406	100	58.1951	35.6	58.3
JAACYN010021669.1	1	2656	1119	2656	100	52.6536	35.7	29.1
JAACYN010021672.1	1	5617	1277	5617	100	29.0434	35.8	4.92
JAACYN010021698.1	1	3613	1817	3613	100	63.822	35.9	26.5
MU018184.1	1	7359	2846	7354	99.9321	49.5527	35.7	57.9
MU018185.1	1	4983	2600	4968	99.699	57.4511	35.5	47.5
JAACYN010021747.1	1	7426	3255	7426	100	57.4457	35.9	52.3
MU018186.1	1	3622	6937	3618	99.8896	239.06	35.6	9.21
JAACYN010021771.1	1	4969	2570	4969	100	58.1296	35.6	52
JAACYN010021781.1	1	10695	6831	10695	100	81.3764	35.5	55.6
MU018187.1	1	6996	3011	6897	98.5849	55.7787	35.8	59.1
JAACYN010021810.1	1	15760	8424	15760	100	68.3242	35.6	55
JAACYN010021821.1	1	10911	5098	10911	100	60.2106	35.7	59.1
JAACYN010021881.1	1	1319	638	1319	100	61.0197	35.4	58.8
JAACYN010021893.1	1	6591	3566	6591	100	69.1522	35.7	50.6
JAACYN010021908.1	1	5630	2216	5630	100	50.9066	35.9	57.1
JAACYN010021937.1	1	3686	3725	3686	100	129.368	35.9	29.6
MU018188.1	1	6606	2512	6605	99.9849	46.9532	35.8	51.5
JAACYN010021997.1	1	6103	1298	6070	99.4593	27.6843	35.7	29.4
JAACYN010022046.1	1	10661	4633	10661	100	56.3907	35.8	55.7
JAACYN010022085.1	1	3703	2403	3703	100	54.6665	33.7	43
JAACYN010022102.1	1	3608	1704	3608	100	60.0468	35.7	59.5
JAACYN010022105.1	1	12518	10780	12518	100	103.229	35.3	43.9
JAACYN010022107.1	1	4593	994	4551	99.0856	25.2502	35.6	15.4
MU018189.1	1	8835	3709	8834	99.9887	53.0633	35.6	58.8
JAACYN010022165.1	1	7124	3490	7124	100	62.0759	35.8	48.2
JAACYN010022221.1	1	3660	1544	3660	100	52.4844	35.1	55.7
JAACYN010022237.1	1	7256	2961	7256	100	52.1761	35.7	58.2
JAACYN010022241.1	1	15915	4018	15892	99.8555	32.9236	36	4.47
MU018190.1	1	1805	226	1769	98.0055	11.7994	35.6	9.76
JAACYN010022264.1	1	5722	2610	5722	100	58.2223	35.8	58.6
JAACYN010022265.1	1	10307	6222	10307	100	77.7707	35.9	58.5
JAACYN010022362.1	1	3667	2288	3667	100	57.441	35.7	44.6
JAACYN010022372.1	1	3599	6873	3599	100	169.974	34.4	35
JAACYN010022376.1	1	4339	836	4339	100	24.3803	35.8	0
JAACYN010022381.1	1	11983	5446	11966	99.8581	57.8803	35.8	52.9
JAACYN010022389.1	1	13828	6430	13828	100	59.5883	35.8	58.7
JAACYN010022395.1	1	14199	10803	14199	100	74.3559	35.3	36
JAACYN010022403.1	1	3986	2646	3986	100	80.1987	35.2	57.2
MU018191.1	1	8215	15201	8206	99.8904	230.094	35.8	55.8
JAACYN010022521.1	1	7823	3933	7813	99.8722	64.5001	35.7	46.3
JAACYN010022572.1	1	7009	3465	7009	100	62.2562	35.6	52.1
JAACYN010022615.1	1	4586	1240	4586	100	34.7931	35.5	43.3
JAACYN010022637.1	1	8902	4752	8902	100	69.155	35.8	59.7
JAACYN010022683.1	1	6168	2635	6168	100	54.6847	35.8	42.4
MU018192.1	1	15104	5763	15006	99.3512	48.729	35.6	59.3
JAACYN010022691.1	1	9744	4592	9744	100	61.9744	35.9	59.6
JAACYN010022695.1	1	4608	766	4601	99.8481	20.6517	35.6	6.75
JAACYN010022709.1	1	11930	5814	11930	100	62.4385	35.8	57.9
MU018193.1	1	17674	4352	17659	99.9151	29.1119	35.7	17.8
JAACYN010022779.1	1	1650	3652	1650	100	296.982	35.9	59.5
JAACYN010022824.1	1	8382	3956	8382	100	57.2066	34.9	50.9
JAACYN010022838.1	1	8494	4397	8494	100	64.1227	35.7	56.8
JAACYN010022844.1	1	9496	3909	9494	99.9789	52.8668	35.8	52.1
JAACYN010022871.1	1	3102	2198	3102	100	90.8546	35.8	43.1
JAACYN010022889.1	1	10433	4911	10433	100	55.1282	35.7	57.8
JAACYN010022893.1	1	1402	6049	1402	100	570.865	35.9	57.6
JAACYN010022905.1	1	4391	3060	4391	100	88.6497	35.6	58.6
JAACYN010022915.1	1	15698	5351	15680	99.8853	37.4176	35.1	15
JAACYN010023004.1	1	7991	2208	7988	99.9625	31.9308	35.3	6.59
JAACYN010023031.1	1	8545	3926	8545	100	59.4912	35.9	59.2
JAACYN010023168.1	1	9292	4079	9285	99.9247	56.7456	35.8	45.3
JAACYN010023177.1	1	10991	6303	10991	100	69.9097	35.1	47.4
JAACYN010023197.1	1	6425	4021	6425	100	82.0879	35.9	51.3
JAACYN010023259.1	1	45413	8072	45380	99.9273	22.2475	35.7	8.57
JAACYN010023360.1	1	3804	11600	3804	100	198.958	33.9	20.4
JAACYN010023380.1	1	5901	3033	5901	100	65.7575	35.8	51.3
MU018194.1	1	27615	13754	27506	99.6053	62.0508	35.6	54.2
JAACYN010023394.1	1	2028	5405	2028	100	334.709	35.9	59.2
MU018195.1	1	3801	6549	3706	97.5007	151.299	33.9	44.3
JAACYN010023428.1	1	17745	8804	17745	100	63.2546	35.7	58.2
MU018196.1	1	9897	3773	9768	98.6966	44.8953	35.7	58.1
JAACYN010023712.1	1	1708	2239	1708	100	171.907	35.9	58.9
MU018197.1	1	62416	37099	62411	99.992	72.3923	35.5	46.2
JAACYN010023821.1	1	35202	23484	35202	100	85.0038	35.8	58.5
JAACYN010023822.1	1	25724	13378	25724	100	66.1527	35.7	52.3
JAACYN010023868.1	1	7574	7385	7574	100	122.846	35.6	59
MU018198.1	1	23356	20015	23356	100	94.5558	35	52.2
JAACYN010025253.1	1	17525	15945	17525	100	77.3655	34.6	27.7
JAACYN010025263.1	1	1311	1457	1311	100	148.855	36	42.7
JAACYN010025264.1	1	79634	35999	79634	100	58.6067	35.7	59.5
JAACYN010025886.1	1	9161	4429	9159	99.9782	59.9256	35.7	56.6
MU018199.1	1	19956	8790	19860	99.5189	56.3122	35.7	53.5
MU018200.1	1	19890	7871	19887	99.9849	50.9219	35.6	55
MU018201.1	1	20886	8800	20793	99.5547	53.5703	35.5	52.8
MU018202.1	1	27095	7455	26172	96.5935	32.4956	35.1	5.47
MU018203.1	1	26057	7000	25278	97.0104	33.4349	35.4	6.04
MU018204.1	1	4575	907	4477	97.8579	23.9497	35.2	2.05
MU018205.1	1	4573	1105	4475	97.857	30.4555	35.1	6.17
JAACYN010026126.1	1	9528	2578	9528	100	34.6115	35.7	0.121
JAACYN010026127.1	1	9527	2480	9527	100	33.3232	35.6	0.486
JAACYN010026145.1	1	1437	2382	1437	100	220.213	35.8	6.4
JAACYN010026153.1	1	16625	7130	16625	100	55.1768	35.8	56.6
JAACYN010026182.1	1	7576	3645	7576	100	62.0607	35.7	55.2
JAACYN010026186.1	1	3629	1320	3629	100	32.3858	35.5	0.993
JAACYN010026187.1	1	1852	442	1852	100	36.9401	35.7	0.882
JAACYN010026188.1	1	3630	1622	3630	100	42.3278	35.7	3.89
JAACYN010026189.1	1	1851	470	1851	100	39.0194	35.4	2.67
JAACYN010026239.1	1	1680	409	1674	99.6429	30.7565	35.6	0
JAACYN010026343.1	1	12129	2545	12129	100	27.2542	35.8	6
JAACYN010026344.1	1	1985	468	1985	100	30.4781	35.8	5.51
JAACYN010026362.1	1	3831	740	3829	99.9478	25.064	35.9	0.0392
JAACYN010026409.1	1	1425	1718	1425	100	156.867	35.7	1.62
JAACYN010026417.1	1	1425	1808	1425	100	165.507	35.7	3.36
JAACYN010026436.1	1	1982	563	1982	100	34.7205	35.8	5.14
JAACYN010026446.1	1	1691	413	1691	100	31.8462	35.8	3.55
JAACYN010026481.1	1	1691	416	1691	100	31.893	35.7	4.88
MU018206.1	1	8787	1529	8709	99.1123	21.2629	35.7	3.83
JAACYN010026555.1	1	2790	1311	2790	100	61.7498	35.9	58.9
JAACYN010026562.1	1	6895	2028	6895	100	37.9751	35.8	22.5
JAACYN010026570.1	1	6889	1964	6889	100	36.7126	35.8	22.1
JAACYN010026600.1	1	3915	1324	3915	100	43.8301	35.8	4.12
JAACYN010026601.1	1	4105	962	4105	100	30.0119	35.6	12.7
MU018207.1	1	14957	3035	14752	98.6294	26.2038	35.9	0.115
JAACYN010026614.1	1	28359	7046	28359	100	31.8161	35.8	0.26
JAACYN010026618.1	1	7177	3963	7177	100	70.654	36	59.6
JAACYN010026619.1	1	1973	1178	1973	100	80.2494	36.1	55.2
JAACYN010026621.1	1	5871	1624	5871	100	35.1376	35.8	3.51
JAACYN010026623.1	1	1429	831	1429	100	77.4066	35.9	51.8
JAACYN010026641.1	1	12454	2556	12380	99.4058	26.4093	35.8	0.341
JAACYN010026663.1	1	5872	1581	5872	100	34.7168	35.7	1.12
JAACYN010026679.1	1	3916	1432	3916	100	47.6062	35.8	5.57
JAACYN010026680.1	1	4099	838	4099	100	26.5865	35.6	12.1
JAACYN010026700.1	1	28359	7187	28359	100	32.2973	35.8	0.182
JAACYN010026744.1	1	23815	7127	23815	100	38.6118	35.9	0.726
JAACYN010026746.1	1	23814	7554	23814	100	40.8718	35.8	1.26
JAACYN010026762.1	1	1553	277	1553	100	23.5969	35.6	2.02
JAACYN010026763.1	1	1652	219	1652	100	15.7639	35.7	0
JAACYN010026764.1	1	1652	172	1652	100	13.7651	35.8	0
JAACYN010026765.1	1	1651	252	1651	100	18.1326	35.7	0
JAACYN010026766.1	1	1651	217	1651	100	17.3864	35.7	0
JAACYN010026771.1	1	5265	567	5198	98.7274	12.7295	35	1.71
JAACYN010026772.1	1	5268	634	5212	98.937	14.6845	35.1	1.85
JAACYN010026773.1	1	23476	3215	23475	99.9957	17.8526	35.7	1.96
JAACYN010026774.1	1	23483	3380	23375	99.5401	18.5969	35.7	3.78
JAACYN010026775.1	1	1081	127	1077	99.63	14.4986	36	0
JAACYN010026776.1	1	1081	192	1077	99.63	12.3404	36	11.3
JAACYN010026782.1	1	12490	7367	12490	100	76.3339	36	52
JAACYN010026783.1	1	5609	1775	5609	100	40.6593	35.9	19
JAACYN010026785.1	1	5608	1615	5608	100	37.4119	36	18.2
JAACYN010026802.1	1	12125	2578	12125	100	27.7632	35.9	6.69
MU018208.1	1	8786	1395	8695	98.9643	20.3058	35.8	1.89
JAACYN010026824.1	1	1553	642	1553	100	26.2234	35.7	33.4
JAACYN010026835.1	1	2406	8452	2406	100	446.368	35.9	59.6
JAACYN010026836.1	1	34229	13977	34229	100	53.2054	35.9	11.5
JAACYN010026837.1	1	34214	12971	34214	100	49.0358	35.9	8.34
JAACYN010026838.1	1	9511	7693	9511	100	104.289	35.8	12.1
JAACYN010026839.1	1	9555	6402	9555	100	85.3673	35.8	9.07
JAACYN010026845.1	1	3811	1336	3811	100	46.9696	36	20.2
JAACYN010026853.1	1	6108	721	6096	99.8035	14.9699	35.8	0
JAACYN010026863.1	1	4128	1078	4128	100	32.3527	35.8	1.75
JAACYN010026875.1	1	32019	9144	32019	100	36.7715	35.9	27
JAACYN010026876.1	1	9730	3240	9730	100	42.4343	35.8	33.3
JAACYN010026877.1	1	9760	3515	9760	100	45.5251	35.8	32.9
JAACYN010026878.1	1	31995	9642	31995	100	38.9682	35.8	28.1
JAACYN010026880.1	1	10762	3096	10760	99.9814	36.6625	35.8	7.38
JAACYN010026892.1	1	1151	492	1151	100	55.3823	35.7	58.3
JAACYN010026893.1	1	10764	2958	10764	100	34.4878	35.8	8.85
JAACYN010026914.1	1	3797	1304	3797	100	44.1467	35.9	18.8
JAACYN010026923.1	1	4128	1047	4128	100	32.7713	35.8	2.53
MU018209.1	1	1905	6255	1803	94.6457	374.877	35.2	0.648
JAACYN010026971.1	1	1062	5703	1062	100	648.616	35.4	0.123
JAACYN010026981.1	1	9623	2375	9623	100	32.0301	35.8	12.1
JAACYN010026982.1	1	9632	1947	9630	99.9792	25.7398	35.7	0.371
JAACYN010026983.1	1	1338	486	1338	100	46.8931	35.6	11.2
JAACYN010026984.1	1	3496	704	3496	100	25.6742	35.7	0.989
JAACYN010026985.1	1	1338	347	1338	100	32.3445	35.7	2.45
JAACYN010026986.1	1	3493	652	3493	100	24.0447	35.8	0.48
JAACYN010026994.1	1	7997	1280	7984	99.8374	20.6337	35.9	4.11
MU018210.1	1	15851	3257	15653	98.7509	25.4391	35.5	5.37
JAACYN010027000.1	1	6277	1201	6277	100	24.0459	35.4	2.5
JAACYN010027001.1	1	9866	2161	9866	100	28.0997	35.8	4.34
JAACYN010027015.1	1	27884	6320	27884	100	29.0951	35.8	0.105
JAACYN010027016.1	1	27889	6671	27889	100	30.5575	35.7	0.915
JAACYN010027017.1	1	21267	5236	21267	100	30.4112	35.7	0.4
JAACYN010027018.1	1	21268	5378	21268	100	31.1338	35.6	1.18
MU018211.1	1	8337	1735	8244	98.8845	26.4403	35.7	6.93
JAACYN010027029.1	1	4759	1152	4759	100	31.3141	35.8	3.68
MU018212.1	1	8323	1711	8225	98.8225	25.8565	35.6	6.93
