#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYP010022075.1	1	8510	2845	8473	99.5652	33.1333	34.4	59.5
JAACYP010022087.1	1	3465	1287	3442	99.3362	36.9351	34.4	59.1
JAACYP010022089.1	1	4118	1365	4118	100	32.9271	34.5	59.8
JAACYP010022098.1	1	2249	449	2249	100	19.8942	33.4	60
JAACYP010022123.1	1	1804	564	1804	100	31.0216	34.5	59.1
JAACYP010022124.1	1	1361	247	1351	99.2652	17.0162	34.7	32.1
JAACYP010022201.1	1	3050	1057	3050	100	34.8652	34.4	56.6
JAACYP010022220.1	1	5790	1877	5757	99.4301	32.3149	34.7	58.4
JAACYP010022251.1	1	3674	1421	3674	100	38.19	34.6	59.3
JAACYP010022283.1	1	4383	1559	4383	100	35.6751	34.6	59
MU016301.1	1	3207	2960	3134	97.7237	89.2304	34.4	2.86
MU016302.1	1	2593	758	2494	96.182	28.8187	34.5	59.4
JAACYP010022522.1	1	4564	1500	4564	100	32.1889	34.5	59.5
JAACYP010022590.1	1	5911	2592	5911	100	43.9425	34.4	54.5
JAACYP010022592.1	1	4210	1640	4210	100	38.6271	34.4	55.8
JAACYP010022638.1	1	6321	2435	6321	100	38.6257	34.6	59.9
JAACYP010022718.1	1	7386	184	2201	29.7996	2.47062	35	0.533
JAACYP010022805.1	1	9425	3350	9324	98.9284	35.4988	34.5	59.8
JAACYP010022817.1	1	3021	287	2957	97.8815	8.55809	32.9	57
MU016303.1	1	9002	3902	8999	99.9667	43.1762	34.3	49.5
MU016304.1	1	8177	2523	8076	98.7648	30.5017	34.3	59
MU016305.1	1	7151	2299	7047	98.5457	31.8547	34.4	53.7
MU016306.1	1	2587	6061	2580	99.7294	221.528	34.4	8.57
JAACYP010022912.1	1	11010	3940	11010	100	35.4215	34.5	58.5
JAACYP010022952.1	1	7664	2591	7664	100	32.9314	34.5	59.2
JAACYP010022959.1	1	4347	1567	4347	100	36.1291	34.5	58.2
JAACYP010022979.1	1	7734	2616	7734	100	33.8204	34.4	59.2
JAACYP010022993.1	1	6771	2209	6769	99.9705	32.1861	34.5	59.6
MU016307.1	1	6609	2148	6599	99.8487	32.2941	34.6	59.2
MU016308.1	1	4383	1057	4285	97.7641	23.8006	34.5	43.7
MU016309.1	1	9515	3443	9431	99.1172	35.7885	34.5	58.2
JAACYP010023078.1	1	10148	3738	10128	99.8029	36.5988	34.4	50.1
MU016310.1	1	6355	1942	6346	99.8584	30.3245	34.3	59.6
JAACYP010023138.1	1	7309	2649	7309	100	36.1426	34.5	59.9
JAACYP010023151.1	1	8697	3065	8697	100	35.0175	34.5	58.9
JAACYP010023158.1	1	4771	1553	4771	100	32.2637	34.4	59.2
MU016311.1	1	11653	3957	11537	99.0045	33.6415	34.5	57.6
JAACYP010023176.1	1	3160	862	3132	99.1139	26.8696	34.4	59.8
JAACYP010023214.1	1	9419	3392	9415	99.9575	35.9178	34.6	59.8
MU016312.1	1	8557	2821	8212	95.9682	32.7763	34.7	58.7
JAACYP010023238.1	1	9759	3572	9722	99.6209	36.2863	34.4	59.7
MU016313.1	1	10822	3762	10813	99.9168	34.7915	34.5	57.8
MU016314.1	1	21387	6543	21364	99.8925	30.1906	34.5	48.5
JAACYP010023260.1	1	2206	295	1665	75.476	12.4447	34.4	27.3
JAACYP010023269.1	1	5279	1913	5269	99.8106	36.2896	34.4	56.7
JAACYP010023300.1	1	10586	3788	10580	99.9433	35.6683	34.6	59.8
JAACYP010023311.1	1	9994	3994	9994	100	39.8664	34.5	59.4
JAACYP010023320.1	1	5543	2092	5543	100	37.2533	34.5	59.9
MU016315.1	1	2023	1396	2016	99.654	63.5586	34.3	58.4
JAACYP010023325.1	1	3056	2260	3056	100	73.9705	34.6	59.9
JAACYP010023340.1	1	8062	2772	8060	99.9752	34.3492	34.6	59.9
JAACYP010023394.1	1	3595	314	3470	96.5229	8.22476	34.6	23.1
MU016316.1	1	11451	3986	11440	99.9039	34.741	34.5	59.8
JAACYP010023414.1	1	9097	2908	9085	99.8681	31.7945	34.5	59.9
JAACYP010023420.1	1	12350	4479	12350	100	36.227	34.5	59
JAACYP010023443.1	1	1917	1206	1902	99.2175	61.1445	34.4	52.7
JAACYP010023468.1	1	11441	4013	11441	100	34.9158	34.6	52.6
JAACYP010023500.1	1	4219	828	4200	99.5497	19.4247	34.3	20.2
JAACYP010023504.1	1	3620	2714	3619	99.9724	74.3052	34.4	26.3
JAACYP010023505.1	1	8704	3053	8658	99.4715	34.6714	34.6	59.5
MU016317.1	1	12604	4177	12594	99.9207	33.1471	34.5	58.9
JAACYP010023530.1	1	9699	3426	9691	99.9175	34.9765	34.4	57.1
JAACYP010023539.1	1	8838	3027	8838	100	33.914	34.5	58.8
JAACYP010023547.1	1	3172	1211	3171	99.9685	38.354	34.2	32.5
JAACYP010023551.1	1	4712	842	4658	98.854	17.5144	34.6	6.14
JAACYP010023553.1	1	1365	502	1365	100	37.1355	34.5	59.7
MU016318.1	1	13922	3938	13690	98.3336	28.1518	34.4	59.4
MU016319.1	1	12555	4674	12543	99.9044	36.8967	34.5	57.1
JAACYP010023621.1	1	6105	2183	6105	100	35.7106	34.4	59.5
JAACYP010023648.1	1	10035	3436	10033	99.9801	34.0102	34.4	56
MU016320.1	1	9522	3412	9390	98.6137	35.4839	34.6	58.6
JAACYP010023688.1	1	6061	2026	6061	100	33.3212	34.3	53.7
MU016321.1	1	16316	6573	16238	99.5219	40.049	34.4	33.5
JAACYP010023744.1	1	4437	591	4379	98.6928	13.037	33.9	13.4
JAACYP010023746.1	1	5326	2022	5326	100	37.6647	34.5	59.7
JAACYP010023789.1	1	4637	3916	4637	100	82.6157	34.2	51
JAACYP010023807.1	1	13339	4660	13339	100	34.8884	34.5	59.4
JAACYP010023910.1	1	9004	3131	9003	99.9889	34.6103	34.5	53.4
JAACYP010023948.1	1	3014	404	2615	86.7618	2.55441	33.1	22.1
JAACYP010023964.1	1	1633	5528	1633	100	323.457	34.1	54
MU016322.1	1	9363	3686	9352	99.8825	39.1362	34.4	48.4
JAACYP010024081.1	1	1249	1244	1246	99.7598	96.7734	34.1	41.9
MU016323.1	1	7813	2818	7713	98.7201	35.9468	34.5	59.8
MU016324.1	1	73511	11274	72906	99.177	15.1262	34.5	1.96
JAACYP010024316.1	1	1103	2387	1103	100	216.232	34.2	59.9
JAACYP010024393.1	1	3017	710	3009	99.7348	21.7793	34.3	16.8
JAACYP010024413.1	1	2885	1902	2885	100	66.8984	34.4	59.4
JAACYP010024711.1	1	7678	994	7640	99.5051	12.7579	34.5	19.8
JAACYP010024737.1	1	6952	2013	6952	100	28.5978	33.9	59.7
JAACYP010024765.1	1	12883	4265	12883	100	33.0099	34.5	51.3
MU016325.1	1	9030	3180	8930	98.8926	34.8606	34.5	58.3
JAACYP010024920.1	1	10766	4302	10740	99.7585	39.6503	34.5	58.9
JAACYP010024928.1	1	10695	5150	10695	100	47.465	34.3	54.5
JAACYP010025057.1	1	11771	1898	11673	99.1674	15.7077	33	59.2
MU016326.1	1	9491	3175	9486	99.9473	33.2613	34.6	57.1
JAACYP010025284.1	1	1829	1879	1829	100	101.539	34.2	56.7
JAACYP010025454.1	1	7429	3896	7429	100	51.9534	34.4	54.5
MU016327.1	1	17967	5891	17867	99.4434	32.6109	34.4	53.3
MU016328.1	1	23829	8138	23634	99.1817	33.8621	34.4	52.8
JAACYP010025725.1	1	7851	1399	7803	99.3886	16.0456	33.3	56
MU016329.1	1	19244	7397	19144	99.4804	30.6621	34.5	58.9
JAACYP010025802.1	1	1178	35506	1178	100	3005.78	34.3	59
MU016330.1	1	16087	5337	15959	99.2043	33.0252	34.4	57.9
JAACYP010026115.1	1	9745	3503	9745	100	35.8474	34.5	56.4
JAACYP010026811.1	1	11392	4568	11392	100	34.761	34.5	44.4
MU016331.1	1	7223	142075	7218	99.9308	1967.05	34.2	6
MU016332.1	1	19323	9350	19225	99.4928	46.9615	34.4	48.4
JAACYP010027066.1	1	3861	5173	3861	100	133.68	34.7	26.9
JAACYP010028611.1	1	3860	61136	3859	99.9741	1577.18	34.1	6.97
JAACYP010028669.1	1	16050	3270	15780	98.3178	19.9799	33.3	59.6
JAACYP010028692.1	1	3727	633	3723	99.8927	16.711	34.7	0
JAACYP010028693.1	1	3728	707	3725	99.9195	19.037	34.7	1.27
JAACYP010028694.1	1	16420	2742	16369	99.6894	16.677	34.7	1.84
JAACYP010028695.1	1	16428	3347	16425	99.9817	20.3277	34.6	6.13
JAACYP010028698.1	1	8629	1920	8626	99.9652	22.1695	34.5	2.73
JAACYP010028699.1	1	8629	1790	8598	99.6407	20.5498	34.5	0.0425
JAACYP010028706.1	1	6236	1267	6232	99.9359	20.2316	34.3	13.1
JAACYP010028707.1	1	16071	9640	16049	99.8631	59.6305	34.5	5.72
MU016333.1	1	16401	11174	16305	99.4147	67.6276	34.5	0.674
JAACYP010028710.1	1	1364	2038	1364	100	153.37	34.5	4.04
JAACYP010028713.1	1	16069	8425	15984	99.471	52.0871	34.5	10.6
MU016334.1	1	16401	11878	16303	99.4025	72.0062	34.6	2.46
JAACYP010028716.1	1	1364	1762	1364	100	131.589	34.6	0.733
JAACYP010028788.1	1	2503	892	2503	100	35.66	34.5	2.16
JAACYP010028879.1	1	24193	4722	24181	99.9504	19.4289	34.5	3.62
JAACYP010028880.1	1	6728	1292	6703	99.6284	16.8087	34.5	9.07
JAACYP010028893.1	1	3383	14410	3383	100	426.466	34.1	22.8
JAACYP010028899.1	1	24191	4319	24138	99.7809	17.7646	34.4	0.838
JAACYP010028932.1	1	6730	1294	6730	100	19.1917	34.7	9.46
JAACYP010028933.1	1	6874	25972	6872	99.9709	376.812	34	8.98
JAACYP010028947.1	1	4303	570	4015	93.307	13.1197	34.4	9.35
MU016335.1	1	2710	462	2488	91.8081	16.5185	34.5	42.1
JAACYP010028957.1	1	4326	888	4307	99.5608	20.6184	34.5	20
JAACYP010028958.1	1	1490	311	1489	99.9329	20.3483	34.6	22.7
MU016336.1	1	13611	2929	13509	99.2506	21.4831	34.5	14.4
JAACYP010029024.1	1	3742	720	3720	99.4121	19.1972	34.4	2.58
MU016337.1	1	31291	5826	31144	99.5302	18.5185	34.5	8.5
JAACYP010029080.1	1	29219	4755	29200	99.935	16.2159	34.6	1.52
JAACYP010029081.1	1	11664	1988	11661	99.9743	17.0057	34.6	0.0468
JAACYP010029082.1	1	11666	2032	11663	99.9743	17.2794	34.5	0.442
JAACYP010029093.1	1	15380	3088	15341	99.7464	19.916	34.5	12.3
JAACYP010029094.1	1	1132	194	1084	95.7597	15.1334	34.6	18.6
JAACYP010029095.1	1	15382	2931	15256	99.1809	18.8698	34.6	10.4
MU016338.1	1	10027	3540	9834	98.0752	34.989	34.4	49.5
MU016339.1	1	12140	2145	11964	98.5502	17.6171	34.6	3.65
JAACYP010029108.1	1	12417	1842	12265	98.7759	14.8053	34.5	1.28
JAACYP010029109.1	1	3744	745	3732	99.6795	19.7155	34.4	2.47
JAACYP010029120.1	1	4189	589	4177	99.7135	13.5562	34.4	0
JAACYP010029121.1	1	3790	554	3692	97.4142	14.5744	34.7	6.36
MU016340.1	1	12143	2017	11937	98.3035	16.5698	34.6	1.82
JAACYP010029161.1	1	6940	1443	6891	99.2939	20.5945	34.5	3.81
JAACYP010029168.1	1	6555	1174	6548	99.8932	17.7288	34.7	1.69
JAACYP010029182.1	1	4189	715	4189	100	16.2853	34.4	4.64
JAACYP010029183.1	1	3785	826	3785	100	21.911	34.6	13.2
JAACYP010029194.1	1	6940	1224	6879	99.121	17.5373	34.4	0.00163
JAACYP010029197.1	1	7626	1345	7556	99.0821	17.3828	34	2.26
JAACYP010029199.1	1	6555	1218	6538	99.7407	18.2557	34.7	0.847
JAACYP010029204.1	1	10302	1953	10261	99.602	18.9086	34.6	7.63
JAACYP010029208.1	1	15998	3322	15441	96.5183	20.5516	34.4	8.83
JAACYP010029234.1	1	1408	220	1408	100	15.3864	34.1	3.95
JAACYP010029235.1	1	2532	684	2532	100	27.0545	34	4.42
JAACYP010029252.1	1	7452	2688	7452	100	35.7823	34.5	42.1
JAACYP010029258.1	1	10302	1732	10235	99.3496	16.7626	34.7	5.99
JAACYP010029261.1	1	15999	4377	15899	99.375	27.2305	34.5	13.3
JAACYP010029269.1	1	5245	1125	5239	99.8856	21.3788	34.5	13.6
JAACYP010029282.1	1	2068	751	2068	100	36.0508	34.5	58.9
JAACYP010029292.1	1	7619	1631	7619	100	21.2441	34.3	8.31
JAACYP010029294.1	1	6944	1159	6821	98.2287	16.693	34.8	10.3
MU016341.1	1	10099	3216	10014	99.1583	31.6459	34.5	59.5
MU016342.1	1	11145	2047	11031	98.9771	18.3271	34.6	4.47
MU016343.1	1	8796	1654	8675	98.6244	18.7123	34.6	5.42
JAACYP010029310.1	1	3402	1044	3390	99.6473	30.5032	34.7	56.5
JAACYP010029312.1	1	5242	868	5220	99.5803	16.2902	34.6	9.09
JAACYP010029326.1	1	1408	278	1408	100	19.7862	34.6	9.53
MU016344.1	1	15479	3375	15369	99.2894	21.7531	34.4	13.3
JAACYP010029342.1	1	3307	1062	3307	100	31.1569	34.5	53.9
JAACYP010029350.1	1	6213	1493	6185	99.5493	24.0649	34.4	17
JAACYP010029355.1	1	1114	337	1098	98.5637	29.1571	34.2	6.89
JAACYP010029366.1	1	6939	1497	6939	100	21.6373	34.8	13.9
JAACYP010029396.1	1	7689	740	7636	99.3107	9.46846	34.3	0.211
JAACYP010029397.1	1	7689	727	7689	100	9.34946	34.4	0.362
MU016345.1	1	15479	3143	15371	99.3023	20.1795	34.4	11
JAACYP010029409.1	1	1197	361	1197	100	28.4637	34.8	57.7
JAACYP010029438.1	1	6375	1201	6375	100	18.8957	34.4	10.7
MU016346.1	1	5688	770	5478	96.308	13.1704	34.7	3.22
JAACYP010029461.1	1	13379	5174	13379	100	38.6756	34.6	59.2
JAACYP010029472.1	1	6536	4603	6536	100	70.0878	34.5	6.19
JAACYP010029480.1	1	2532	573	2530	99.921	22.5754	34	0
JAACYP010029488.1	1	16758	3052	16758	100	18.1608	34.5	1.11
JAACYP010029514.1	1	16758	2901	16703	99.6718	17.2597	34.5	0.49
MU016347.1	1	5708	1098	5597	98.0554	19.0759	34.6	12.5
JAACYP010029536.1	1	7701	1254	7621	98.9612	16.1706	34.4	2.54
JAACYP010029553.1	1	4026	683	4000	99.3542	16.8082	34.2	2.06
JAACYP010029590.1	1	7699	1572	7678	99.7272	20.3341	34.5	7.31
JAACYP010029593.1	1	4027	753	4017	99.7517	18.4964	34.7	5.29
JAACYP010029606.1	1	1433	113	1433	100	7.26378	34.4	0
JAACYP010029607.1	1	1433	128	1432	99.9302	8.9986	34.4	0
MU016348.1	1	11143	1692	10996	98.6808	15.1041	34.5	1.11
MU016349.1	1	8796	1338	8681	98.6926	15.1552	34.5	0.876
JAACYP010029626.1	1	7675	1338	7644	99.5961	17.2573	34.5	3.29
JAACYP010029640.1	1	13081	4435	13079	99.9847	33.6769	34.5	57.2
JAACYP010029641.1	1	7675	1358	7651	99.6873	17.5599	34.6	2.57
JAACYP010029687.1	1	6676	1196	6624	99.2211	17.9259	34.6	7.43
JAACYP010029693.1	1	17900	1973	17576	98.1899	10.8453	34.5	0.695
JAACYP010029720.1	1	4545	732	4405	96.9197	15.789	34.4	0.631
JAACYP010029726.1	1	4543	1186	4543	100	26.411	34.5	13.3
JAACYP010029731.1	1	12080	1724	11969	99.0811	14.0666	34.4	6.57
JAACYP010029733.1	1	28443	4926	28390	99.8137	17.3109	34.5	2.76
JAACYP010029734.1	1	8095	2479	8089	99.9259	30.4067	34.5	59.6
JAACYP010029735.1	1	7940	1345	7877	99.2065	16.8723	34.4	3.63
MU016350.1	1	25568	4422	25474	99.6324	17.1681	34.5	6.57
JAACYP010029766.1	1	2396	361	2349	98.0384	14.5509	34.6	6
JAACYP010029786.1	1	1249	93	1195	95.6765	7.43635	34.4	3.75
JAACYP010029787.1	1	1249	137	1172	93.8351	8.48679	34.5	6.12
MU016351.1	1	10466	3574	10272	98.1464	34.1075	34.6	59.6
JAACYP010029826.1	1	6677	1376	6614	99.0565	20.6034	34.5	10.3
MU016352.1	1	14946	4128	14703	98.3741	27.4183	34.5	43
JAACYP010029842.1	1	2139	605	2130	99.5792	28.1328	34.6	2.54
JAACYP010029863.1	1	13599	3065	13547	99.6176	22.397	34.5	15
JAACYP010029864.1	1	6367	1299	6367	100	20.392	34.3	11
JAACYP010029871.1	1	6724	1249	6690	99.4943	18.4552	34.6	6.35
JAACYP010029894.1	1	12034	2136	12010	99.8006	17.6276	34.4	4.42
JAACYP010029898.1	1	6831	991	6494	95.0666	14.4775	34.5	0
JAACYP010029899.1	1	2139	742	2062	96.4002	33.5353	34.6	6.72
JAACYP010029900.1	1	1813	297	1800	99.283	16.5505	34.8	59.1
JAACYP010029903.1	1	1867	585	1862	99.7322	31.1591	34.6	23.5
JAACYP010029905.1	1	4115	788	4104	99.7327	18.5514	34.4	7.62
MU016353.1	1	12124	3779	11827	97.5503	31.0417	34.5	58.6
JAACYP010029947.1	1	2397	383	2392	99.7914	15.363	34.6	3.03
JAACYP010029948.1	1	1181	153	1039	87.9763	12.3226	35	0
JAACYP010029949.1	1	2516	367	2460	97.7742	14.7516	34.3	0
JAACYP010029951.1	1	6650	974	6604	99.3083	14.583	34.4	2.71
JAACYP010029953.1	1	8098	1478	8071	99.6666	18.2108	34.6	2.01
JAACYP010029955.1	1	12048	2497	12043	99.9585	20.5971	34.4	7.98
JAACYP010029993.1	1	13005	2333	12866	98.9312	17.8871	34.6	8.93
MU016354.1	1	26610	8723	26285	98.7787	32.5601	34.4	56.7
JAACYP010030006.1	1	1732	624	1732	100	36.1824	34.7	59.7
MU016355.1	1	6088	2811	5983	98.2753	46.1214	34.7	3.12
JAACYP010030023.1	1	4117	703	4109	99.8057	16.9155	34.5	2.36
JAACYP010030024.1	1	13005	2500	12962	99.6694	19.1942	34.5	9.73
MU016356.1	1	13393	2964	13163	98.2827	21.9288	34.5	15.3
JAACYP010030036.1	1	2504	875	2504	100	35.0463	34.7	0.656
MU016357.1	1	13367	1527	12281	91.8755	11.3182	34.6	0.0602
JAACYP010030046.1	1	13596	2010	13249	97.4478	14.7003	34.5	8.07
JAACYP010030049.1	1	5425	150	1529	28.1843	2.47244	35	2.93
JAACYP010030095.1	1	2484	551	2484	100	22.2142	34.6	8.2
JAACYP010030101.1	1	1997	413	1997	100	20.8493	34.4	4.4
JAACYP010030105.1	1	2491	87	2420	97.1497	3.46809	34.3	0
JAACYP010030106.1	1	2393	78	2269	94.8182	3.13539	34.2	0
JAACYP010030116.1	1	9870	1951	9869	99.9899	19.6784	34.4	9.31
JAACYP010030140.1	1	8098	1606	8090	99.9012	19.8206	34.7	2.63
JAACYP010030178.1	1	1993	367	1971	98.8961	17.4315	34.2	0.504
JAACYP010030207.1	1	1897	380	1289	67.9494	17.7074	34.3	49.7
JAACYP010030208.1	1	3541	1296	3541	100	36.3637	34	56.8
JAACYP010030214.1	1	8162	1489	8161	99.9877	18.0202	34.3	2.19
JAACYP010030254.1	1	17436	6206	17436	100	35.5051	34.5	57.8
JAACYP010030255.1	1	7727	2806	7727	100	36.1882	34.4	58.7
JAACYP010030260.1	1	9869	1653	9847	99.7771	16.3809	34.6	8.61
MU016358.1	1	46138	8510	46007	99.7161	18.3473	34.5	0.09
JAACYP010030266.1	1	26629	4939	26627	99.9925	18.4758	34.5	0.264
MU016359.1	1	46138	8414	46010	99.7226	18.1077	34.6	0.702
JAACYP010030288.1	1	26629	4997	26622	99.9737	18.7047	34.6	0.421
JAACYP010030298.1	1	9721	1735	9720	99.9897	17.7429	34.4	5.68
JAACYP010030309.1	1	1355	3	198	14.6125	0.219188	36.2	1.67
JAACYP010030310.1	1	1356	4	256	18.8791	0.258112	33.4	5.25
JAACYP010030330.1	1	2525	211	2298	91.0099	8.19366	33.7	20.5
JAACYP010030333.1	1	8162	1641	8159	99.9632	19.9625	34.3	4.87
JAACYP010030356.1	1	2416	134	1702	70.447	4.07616	34	16.2
JAACYP010030359.1	1	1873	4222	1873	100	200.217	34.2	36.9
JAACYP010030374.1	1	9720	1632	9708	99.8765	16.6865	34.3	2.83
