#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
MU016291.1	1	1395	73353	1204	86.3082	6634.39	36	38
JAACYP010018595.1	1	5864	1496	5864	100	31.2725	35.9	39.1
JAACYP010018605.1	1	1875	722	1875	100	47.0651	35.9	59
JAACYP010018612.1	1	2708	701	2708	100	33.1806	36	59.2
JAACYP010018663.1	1	15611	4223	15611	100	33.7903	35.9	56
JAACYP010018694.1	1	4461	960	4461	100	27.8637	35.9	59.4
JAACYP010018705.1	1	1017	268	1017	100	30.5487	34.8	56.4
JAACYP010018736.1	1	1038	286	1038	100	32.2649	35.9	58.9
JAACYP010018913.1	1	1069	205	1069	100	25.275	35.9	58.3
JAACYP010018939.1	1	7733	2293	7733	100	37.289	35.7	47.3
JAACYP010018990.1	1	2525	493	2525	100	21.1287	35.4	32.5
JAACYP010019047.1	1	2380	613	2371	99.6218	33.9748	36.1	55.8
JAACYP010019050.1	1	1535	263	1525	99.3485	22.6313	36	56.5
JAACYP010019051.1	1	1715	248	1712	99.8251	18.2939	36	45.8
JAACYP010019070.1	1	2205	361	2205	100	19.9855	35.8	36.1
JAACYP010019085.1	1	2974	913	2974	100	39.1133	36	49.6
JAACYP010019124.1	1	4804	1151	4804	100	30.6873	36	58.5
JAACYP010019146.1	1	2035	680	2035	100	44.286	36.2	57
JAACYP010019243.1	1	1557	431	1557	100	35.6159	35.7	42.1
JAACYP010019291.1	1	1155	244	1155	100	22.1567	35.1	57.8
JAACYP010019323.1	1	5411	1558	5411	100	38.076	36	59.6
JAACYP010019326.1	1	4939	1440	4939	100	36.4126	35.9	58.9
JAACYP010019348.1	1	4326	1176	4326	100	34.4958	35.9	56.2
JAACYP010019361.1	1	3961	946	3929	99.1921	31.4143	36.1	56.2
JAACYP010019363.1	1	6341	1117	6341	100	21.6887	35.7	31.2
JAACYP010019405.1	1	1288	494	1288	100	49.7593	36	58.9
MU016292.1	1	2411	517	2321	96.2671	24.2161	35.5	54.4
JAACYP010019506.1	1	9644	2517	9644	100	32.4137	35.6	58.4
JAACYP010019721.1	1	3317	835	3317	100	31.8954	35.4	46.1
MU016293.1	1	1034	162013	936	90.5222	15600.1	32.9	2.26
MU016294.1	1	4971	1336	4963	99.8391	35.3172	36.1	48.2
JAACYP010019819.1	1	1462	394	1457	99.658	33.8324	35.8	39.4
JAACYP010020045.1	1	9686	2391	9672	99.8555	31.1878	35.8	54.1
JAACYP010020106.1	1	1623	20188	1623	100	1582.76	36	0.0446
JAACYP010020142.1	1	9980	2351	9980	100	30.2863	35.7	59.3
JAACYP010020243.1	1	2307	1234	2307	100	67.4898	36	58.3
JAACYP010020250.1	1	8047	1744	8047	100	28.1289	35.9	59.7
JAACYP010020422.1	1	1307	168	1285	98.3168	16.4384	35.9	59.3
JAACYP010020460.1	1	6068	1618	6068	100	34.1159	36.1	59.8
JAACYP010020497.1	1	3828	886	3828	100	28.6996	36	58.5
JAACYP010020505.1	1	4519	1176	4519	100	31.4877	35.7	49.8
JAACYP010020565.1	1	6356	1754	6356	100	35.0198	36.1	52.9
JAACYP010020653.1	1	3939	4164	3939	100	117.331	36	54.3
JAACYP010020724.1	1	2884	765	2884	100	35.4553	36	59.5
MU016295.1	1	7227	7068	7129	98.644	128.645	36	4.55
JAACYP010021045.1	1	3038	357	3035	99.9013	13.6787	35.9	6.67
JAACYP010021055.1	1	1367	2064	1367	100	182.744	36.1	33.5
JAACYP010021084.1	1	1405	939	1405	100	89.1594	36	58.1
JAACYP010021175.1	1	11469	2844	11459	99.9128	31.9301	36	54.3
JAACYP010021183.1	1	8487	1982	8487	100	30.0647	36	58.9
JAACYP010021230.1	1	1644	1156	1644	100	87.4878	35.9	48.5
JAACYP010021239.1	1	3005	743	3005	100	32.5777	36	59.6
JAACYP010021242.1	1	2933	646	2933	100	28.4637	35.9	59.2
JAACYP010021286.1	1	1536	314	1536	100	23.9831	35	53.3
JAACYP010021291.1	1	1959	508	1959	100	33.95	36.1	58.1
JAACYP010021336.1	1	4264	1004	4264	100	30.3314	35.9	57.7
JAACYP010021480.1	1	3506	775	3506	100	28.8369	35.8	57.7
JAACYP010021503.1	1	5314	1288	5314	100	30.9987	36.1	57.8
JAACYP010021557.1	1	2759	904	2759	100	42.7619	36.1	40.8
JAACYP010021568.1	1	1500	2797	1500	100	172.831	34.7	10.6
JAACYP010021630.1	1	8069	1881	8069	100	29.5757	35.9	57.8
MU016296.1	1	10894	3256	10885	99.9174	34.5707	35.4	49.1
MU016297.1	1	13553	3390	13440	99.1662	27.3152	34.9	29.3
MU016298.1	1	2258	380	2150	95.217	20.3047	36	51.5
MU016299.1	1	3924	1380	3924	100	39.6534	34.8	38.1
JAACYP010021901.1	1	5093	1105	5093	100	27.12	35.8	57.3
JAACYP010021943.1	1	5304	1079	5296	99.8492	26.2138	35.8	57.6
MU016300.1	1	3096	6566	2904	93.7984	126.41	32.8	39
JAACYP010022051.1	1	3302	657	3302	100	26.0421	36.1	58.7
JAACYP010022073.1	1	2412	476	2412	100	24.4428	35.9	57.5
JAACYP010022075.1	1	8510	2265	8510	100	32.3415	35.7	57.1
JAACYP010022087.1	1	3465	661	3367	97.1717	25.2736	35.9	59
JAACYP010022089.1	1	4118	849	4118	100	26.1855	35.9	58.2
JAACYP010022098.1	1	2249	377	2249	100	20.5082	35.9	58.5
JAACYP010022123.1	1	1804	406	1804	100	28.9246	35.8	55.3
JAACYP010022124.1	1	1361	157	1326	97.4284	13.8751	36.1	32.3
JAACYP010022201.1	1	3050	636	3050	100	27.2813	36	54.4
JAACYP010022220.1	1	5790	1583	5790	100	34.4211	35.6	52.1
JAACYP010022251.1	1	3674	831	3674	100	29.19	36	58.5
JAACYP010022283.1	1	4383	1245	4377	99.8631	37.3034	36	58.7
MU016301.1	1	3207	2608	3191	99.5011	83.2769	35.4	3.12
MU016302.1	1	2593	506	2494	96.182	24.4948	35.6	58
JAACYP010022522.1	1	4564	1011	4564	100	27.959	35.9	58.3
JAACYP010022590.1	1	5911	1856	5911	100	40.4957	36.1	53.7
JAACYP010022592.1	1	4210	1071	4210	100	33.3454	36	55.8
JAACYP010022638.1	1	6321	1710	6321	100	34.9294	36	59.3
JAACYP010022718.1	1	7386	1944	7386	100	33.0368	35.9	19.5
JAACYP010022805.1	1	9425	2704	9422	99.9682	35.7282	35.9	56.9
JAACYP010022817.1	1	3021	1427	3021	100	48.856	35.2	56.1
MU016303.1	1	9002	2192	8996	99.9333	30.586	35.8	48.7
MU016304.1	1	8177	1811	8083	98.8504	27.9719	35.5	57.2
MU016305.1	1	7151	1391	7057	98.6855	24.8958	36	52.3
MU016306.1	1	2587	5649	2579	99.6908	267.789	35.9	7.03
JAACYP010022912.1	1	11010	2457	11010	100	28.5738	35.9	58.3
JAACYP010022952.1	1	7664	1792	7664	100	29.1404	35.7	58.4
JAACYP010022959.1	1	4347	957	4347	100	28.3441	35.9	57.3
JAACYP010022979.1	1	7734	1752	7734	100	29.2516	35.9	59
JAACYP010022993.1	1	6771	1480	6771	100	27.6227	35.8	58.5
MU016307.1	1	6609	1446	6600	99.8638	28.066	35.9	58.3
MU016308.1	1	4383	640	4293	97.9466	18.2252	35.7	42.9
MU016309.1	1	9515	4845	9434	99.1487	42.707	33.8	30.2
JAACYP010023078.1	1	10148	2865	10148	100	36.1061	35.9	50.1
MU016310.1	1	6355	1364	6355	100	26.9855	35.8	58
JAACYP010023138.1	1	7309	1785	7309	100	31.0658	35.8	59.2
JAACYP010023151.1	1	8697	2081	8697	100	31.107	35.9	58.4
JAACYP010023158.1	1	4771	1035	4771	100	27.8137	35.8	58.4
MU016311.1	1	11653	2591	11553	99.1419	27.0983	35.6	51.2
JAACYP010023176.1	1	3160	535	3160	100	21.8158	35.5	58.8
JAACYP010023214.1	1	9419	2102	9419	100	28.909	36	59.3
MU016312.1	1	8557	2157	8327	97.3121	32.0172	35.8	56.3
JAACYP010023238.1	1	9759	2399	9759	100	31.4848	35.9	58.5
MU016313.1	1	10822	2835	10822	100	33.753	35.8	56
MU016314.1	1	21387	5272	21345	99.8036	27.8846	36	48.2
JAACYP010023260.1	1	2206	1678	2206	100	67.869	33.2	31.2
JAACYP010023269.1	1	5279	1254	5279	100	30.3758	36	55
JAACYP010023300.1	1	10586	2313	10586	100	28.4605	35.9	59
JAACYP010023311.1	1	9994	2677	9989	99.95	34.3853	36	58.6
JAACYP010023320.1	1	5543	1010	5543	100	23.3715	36.2	59.7
MU016315.1	1	2023	783	2015	99.6045	45.1285	36	58.9
JAACYP010023325.1	1	3056	1146	3056	100	48.8282	36	59
JAACYP010023340.1	1	8062	1696	8062	100	27.042	35.8	58.6
JAACYP010023394.1	1	3595	413	3595	100	13.7146	35.8	32.1
MU016316.1	1	11451	2668	11441	99.9127	30.0175	35.9	59
JAACYP010023414.1	1	9097	1952	9097	100	27.12	35.7	58.9
JAACYP010023420.1	1	12350	3097	12350	100	32.3079	36	58.4
JAACYP010023443.1	1	1917	642	1904	99.3219	43.1028	35.7	53
JAACYP010023468.1	1	11441	2765	11441	100	30.9581	35.9	51.9
JAACYP010023500.1	1	4219	432	4171	98.8623	13.252	35.7	17.9
JAACYP010023504.1	1	3620	4144	3620	100	146.021	35.8	30.4
JAACYP010023505.1	1	8704	2139	8704	100	31.4184	36	58.9
MU016317.1	1	12604	2806	12594	99.9207	28.8975	35.8	58.2
JAACYP010023530.1	1	9699	2234	9699	100	29.5566	35.7	56.2
JAACYP010023539.1	1	8838	2065	8836	99.9774	29.6382	35.7	57.7
JAACYP010023547.1	1	3172	617	3172	100	25.5955	35.9	31.2
JAACYP010023551.1	1	4712	526	4700	99.7453	13.8875	36	10.7
JAACYP010023553.1	1	1365	323	1365	100	32.7311	35.8	59.3
MU016318.1	1	13922	2886	13730	98.6209	25.6485	35.6	56.4
MU016319.1	1	12555	3497	12549	99.9522	35.7448	35.9	55.6
JAACYP010023621.1	1	6105	1334	6105	100	28.2804	35.8	58.4
JAACYP010023648.1	1	10035	2718	10035	100	34.1584	35.9	52.6
MU016320.1	1	9522	2215	9423	98.9603	30.0192	35.7	57.9
JAACYP010023688.1	1	6061	1679	6056	99.9175	35.6273	35.8	52.7
MU016321.1	1	16316	7345	16293	99.859	59.4059	35.9	24.6
JAACYP010023744.1	1	4437	385	4404	99.2563	10.6538	35.6	26.3
JAACYP010023746.1	1	5326	1415	5326	100	33.6883	35.8	59
JAACYP010023789.1	1	4637	2357	4617	99.5687	65.1434	36	44.5
JAACYP010023807.1	1	13339	3134	13339	100	30.2002	35.8	58.3
JAACYP010023910.1	1	9004	2463	9004	100	35.5958	36	49.5
JAACYP010023948.1	1	3014	660	2898	96.1513	18.3125	34.8	22
JAACYP010023964.1	1	1633	2912	1633	100	214.046	35.7	55
MU016322.1	1	9363	2926	9355	99.9146	40.4662	36	47.3
JAACYP010024081.1	1	1249	1502	1249	100	153.936	35.8	39.8
MU016323.1	1	7813	1599	7718	98.7841	26.0975	35.9	59.3
MU016324.1	1	73511	11671	73407	99.8585	20.093	35.8	3.37
JAACYP010024316.1	1	1103	916	1103	100	106.305	35.9	59.5
JAACYP010024393.1	1	3017	318	2998	99.3702	10.2549	36	20.3
JAACYP010024413.1	1	2885	1321	2885	100	61.4475	35.8	59.1
JAACYP010024711.1	1	7678	861	7590	98.8539	14.2391	35.7	21.6
JAACYP010024737.1	1	6952	1712	6952	100	29.577	35.7	54.6
JAACYP010024765.1	1	12883	3182	12883	100	32.1083	35.9	51.5
MU016325.1	1	9030	2101	8939	98.9922	28.6685	35.8	55
JAACYP010024920.1	1	10766	2905	10766	100	34.5282	35.9	57.5
JAACYP010024928.1	1	10695	4582	10695	100	54.3398	36	55.2
JAACYP010025057.1	1	11771	4605	11771	100	42.9664	35.4	48.8
MU016326.1	1	9491	2220	9485	99.9368	30.0751	36	54.8
JAACYP010025284.1	1	1829	2002	1829	100	143.397	36.1	56.2
JAACYP010025454.1	1	7429	2301	7429	100	40.2726	35.9	53
MU016327.1	1	17967	3015	17875	99.488	21.1458	35.9	50.6
MU016328.1	1	23829	5992	23683	99.3873	30.7807	35.6	50.4
JAACYP010025725.1	1	7851	4909	7851	100	54.9331	34.4	36.9
MU016329.1	1	19244	9615	19144	99.4804	44.9994	34.3	40.5
JAACYP010025802.1	1	1178	30715	1178	100	3492.43	36.1	58.2
MU016330.1	1	16087	3501	15995	99.4281	27.7191	35.9	55.7
JAACYP010026115.1	1	9745	2174	9745	100	28.6505	36	56.4
JAACYP010026811.1	1	11392	3274	11345	99.5874	31.8454	35.9	43.5
MU016331.1	1	7223	150234	7217	99.9169	2704.41	36	5.23
MU016332.1	1	19323	5334	19225	99.4928	34.4593	35.8	52.1
JAACYP010027066.1	1	3861	2163	3858	99.9223	73.396	36.2	27.5
JAACYP010028611.1	1	3860	64955	3860	100	2149.66	35.9	6.74
JAACYP010028669.1	1	16050	8500	16050	100	56.3854	35	51.4
JAACYP010028692.1	1	3727	482	3727	100	16.0405	35.6	0.498
JAACYP010028693.1	1	3728	432	3728	100	15.6875	35.7	1.02
JAACYP010028694.1	1	16420	2022	16420	100	16.0477	35.9	5.42
JAACYP010028695.1	1	16428	1795	16425	99.9817	14.1574	35.9	5.69
JAACYP010028698.1	1	8629	1150	8617	99.8609	17.1963	36	3.14
JAACYP010028699.1	1	8629	1035	8622	99.9189	15.4331	36	0.947
JAACYP010028706.1	1	6236	609	6236	100	12.6232	36	22.7
JAACYP010028707.1	1	16071	3787	16061	99.9378	30.4824	36	6.9
MU016333.1	1	16401	5094	16296	99.3598	40.4005	36.1	0.771
JAACYP010028710.1	1	1364	490	1364	100	49.2515	36.3	3.1
JAACYP010028713.1	1	16069	4172	16061	99.9502	33.6002	36	11.9
MU016334.1	1	16401	5150	16304	99.4086	40.9111	36.1	2.04
JAACYP010028716.1	1	1364	573	1364	100	55.7779	36	2.31
JAACYP010028788.1	1	2503	464	2503	100	24.2014	35.5	4.28
JAACYP010028879.1	1	24193	3399	24170	99.9049	18.1886	35.9	2.26
JAACYP010028880.1	1	6728	978	6728	100	15.5496	35.8	16.1
JAACYP010028893.1	1	3383	15520	3383	100	612.979	36	32
JAACYP010028899.1	1	24191	3355	24185	99.9752	18.0412	35.8	2.48
JAACYP010028932.1	1	6730	722	6730	100	13.8493	35.8	7.05
JAACYP010028933.1	1	6874	23951	6874	100	450.239	36	12.2
JAACYP010028947.1	1	4303	512	4278	99.419	15.2596	35.9	16.2
MU016335.1	1	2710	391	2611	96.3469	18.0472	35.9	40.5
JAACYP010028957.1	1	4326	534	4289	99.1447	16.1507	35.9	17.3
JAACYP010028958.1	1	1490	139	1465	98.3221	10.9154	35.9	20.6
MU016336.1	1	13611	1609	13512	99.2726	15.1248	35.8	12.8
JAACYP010029024.1	1	3742	504	3742	100	17.263	35.9	4.92
MU016337.1	1	31291	4155	31189	99.674	16.9202	35.8	8.32
JAACYP010029080.1	1	29219	3634	29219	100	15.7977	35.8	2.46
JAACYP010029081.1	1	11664	1312	11664	100	14.424	36	0.474
JAACYP010029082.1	1	11666	1297	11666	100	14.2269	35.9	0.575
JAACYP010029093.1	1	15380	2457	15380	100	20.5744	36	12.1
JAACYP010029094.1	1	1132	163	1132	100	17.3737	35.6	22.1
JAACYP010029095.1	1	15382	3327	15381	99.9935	28.3375	36	18.8
MU016338.1	1	10027	2447	9853	98.2647	31.3565	35.8	50.9
MU016339.1	1	12140	2316	12049	99.2504	24.0824	35.7	4.24
JAACYP010029108.1	1	12417	1438	12417	100	14.9977	35.9	6.18
JAACYP010029109.1	1	3744	461	3743	99.9733	15.4559	36	2.21
JAACYP010029120.1	1	4189	565	4189	100	16.9093	35.8	2.44
JAACYP010029121.1	1	3790	484	3790	100	16.3649	36	9.92
MU016340.1	1	12143	2086	12044	99.1847	21.8145	35.8	2.15
JAACYP010029161.1	1	6940	926	6931	99.8703	17.2118	35.9	2.24
JAACYP010029168.1	1	6555	733	6555	100	14.5661	35.8	1.49
JAACYP010029182.1	1	4189	508	4189	100	15.2163	35.9	2.53
JAACYP010029183.1	1	3785	547	3785	100	18.6764	36	13.7
JAACYP010029194.1	1	6940	895	6919	99.6974	16.5857	35.8	0.223
JAACYP010029197.1	1	7626	1177	7626	100	19.396	35.9	7.43
JAACYP010029199.1	1	6555	725	6555	100	13.9478	35.9	1.83
JAACYP010029204.1	1	10302	1181	10302	100	15.1466	35.8	12.3
JAACYP010029208.1	1	15998	2667	15998	100	21.2806	35.9	15.8
JAACYP010029234.1	1	1408	167	1408	100	14.9837	36.4	9.2
JAACYP010029235.1	1	2532	428	2532	100	22.378	36	3.4
JAACYP010029252.1	1	7452	1914	7452	100	33.456	36.1	40.9
JAACYP010029258.1	1	10302	1158	10293	99.9126	14.5941	35.8	15.2
JAACYP010029261.1	1	15999	2867	15999	100	22.6639	36	15.4
JAACYP010029269.1	1	5245	658	5237	99.8475	15.6416	35.9	13.1
JAACYP010029282.1	1	2068	248	2068	100	15.205	36	56
JAACYP010029292.1	1	7619	1215	7619	100	19.7517	35.9	8.58
JAACYP010029294.1	1	6944	787	6944	100	15.0868	36.2	15.5
MU016341.1	1	10099	2224	10004	99.0593	28.0397	35.8	58.3
MU016342.1	1	11145	1255	11030	98.9681	14.272	36	3.38
MU016343.1	1	8796	1073	8710	99.0223	15.088	35.9	4.49
JAACYP010029310.1	1	3402	750	3402	100	28.1223	36.1	56.7
JAACYP010029312.1	1	5242	660	5242	100	15.4651	35.8	8.84
JAACYP010029326.1	1	1408	156	1408	100	14.4048	36.1	8.6
MU016344.1	1	15479	2208	15373	99.3152	17.9471	35.7	14.2
JAACYP010029342.1	1	3307	873	3307	100	32.2316	36	52.1
JAACYP010029350.1	1	6213	619	6213	100	12.6737	36	17.9
JAACYP010029355.1	1	1114	531	1114	100	57.8662	35.5	7.92
JAACYP010029366.1	1	6939	812	6939	100	15.4423	36	16.2
JAACYP010029396.1	1	7689	522	7658	99.5968	8.56067	35.8	0
JAACYP010029397.1	1	7689	517	7676	99.8309	8.21394	35.8	0.371
MU016345.1	1	15479	2372	15373	99.3152	19.4505	35.9	14.1
JAACYP010029409.1	1	1197	301	1197	100	31.8421	35.8	56.2
JAACYP010029438.1	1	6375	880	6372	99.9529	17.9542	36	13.3
MU016346.1	1	5688	673	5596	98.3826	14.3739	35.8	7.54
JAACYP010029461.1	1	13379	1642	13379	100	16.0957	36	59.2
JAACYP010029472.1	1	6536	7800	6535	99.9847	157.666	35.9	7.56
JAACYP010029480.1	1	2532	391	2532	100	19.4506	36.1	1.98
JAACYP010029488.1	1	16758	2041	16758	100	15.6281	35.9	2.74
JAACYP010029514.1	1	16758	1948	16728	99.821	15.0012	35.8	1.32
MU016347.1	1	5708	701	5619	98.4408	15.4968	35.9	8.24
JAACYP010029536.1	1	7701	1175	7701	100	17.469	35.7	5.82
JAACYP010029553.1	1	4026	448	4026	100	14.5926	35.6	5.75
JAACYP010029590.1	1	7699	1128	7699	100	16.7818	35.8	6.24
JAACYP010029593.1	1	4027	508	4027	100	16.0631	35.9	4.48
JAACYP010029606.1	1	1433	153	1433	100	14.4061	36.1	0
JAACYP010029607.1	1	1433	164	1433	100	14.4027	36	0.439
MU016348.1	1	11143	1338	11026	98.95	15.3677	35.8	3.04
MU016349.1	1	8796	1035	8712	99.045	14.73	36.1	4.09
JAACYP010029626.1	1	7675	1064	7675	100	17.4826	35.9	4.45
JAACYP010029640.1	1	13081	3215	13081	100	31.9685	36	56.9
JAACYP010029641.1	1	7675	1001	7672	99.9609	16.7828	35.9	3.87
JAACYP010029687.1	1	6676	755	6676	100	14.3999	36	8.31
JAACYP010029693.1	1	17900	1398	17888	99.933	9.95648	35.9	0.589
JAACYP010029720.1	1	4545	572	4545	100	16.3254	36	11.2
JAACYP010029726.1	1	4543	610	4543	100	18.0218	36	13.6
JAACYP010029731.1	1	12080	1026	12039	99.6606	10.4642	36	5.67
JAACYP010029733.1	1	28443	5175	28443	100	23.5444	35.8	3.21
JAACYP010029734.1	1	8095	1498	8095	100	23.6005	35.9	58.3
JAACYP010029735.1	1	7940	1475	7940	100	23.8168	35.7	2.57
MU016350.1	1	25568	4333	25480	99.6558	21.7195	35.8	7.39
JAACYP010029766.1	1	2396	226	2389	99.7078	10.6736	36	3.9
JAACYP010029786.1	1	1249	272	1249	100	27.0144	35.8	1.74
JAACYP010029787.1	1	1249	286	1249	100	28.1665	35.8	3.13
MU016351.1	1	10466	1102	10288	98.2993	13.2388	35.8	58.4
JAACYP010029826.1	1	6677	814	6677	100	15.52	35.6	14.5
MU016352.1	1	14946	2574	14798	99.0098	20.9712	35.7	37.1
JAACYP010029842.1	1	2139	481	2139	100	29.5297	36.2	4.32
JAACYP010029863.1	1	13599	1669	13598	99.9926	15.8094	35.9	17.4
JAACYP010029864.1	1	6367	879	6367	100	17.8382	35.9	12.6
JAACYP010029871.1	1	6724	1117	6724	100	20.9897	36	4.35
JAACYP010029894.1	1	12034	1648	12034	100	17.6192	36	8.29
JAACYP010029898.1	1	6831	1067	6756	98.9021	17.467	35.3	1.2
JAACYP010029899.1	1	2139	539	2139	100	32.5563	36.1	7.76
JAACYP010029900.1	1	1813	269	1813	100	19.3762	36	57.4
JAACYP010029903.1	1	1867	382	1867	100	25.767	35.9	17.1
JAACYP010029905.1	1	4115	403	4110	99.8785	12.6977	36.1	6.33
MU016353.1	1	12124	1519	11848	97.7235	15.121	35.9	52.6
JAACYP010029947.1	1	2397	245	2397	100	12.8886	35.6	4.95
JAACYP010029948.1	1	1181	180	1181	100	19.5741	35.9	7.13
JAACYP010029949.1	1	2516	296	2516	100	14.9706	36.1	7.32
JAACYP010029951.1	1	6650	1276	6650	100	24.9358	35.9	7.26
JAACYP010029953.1	1	8098	940	8098	100	15.068	36.1	3.12
JAACYP010029955.1	1	12048	1503	12048	100	16.0116	36	8.08
JAACYP010029993.1	1	13005	1658	13005	100	16.6631	35.9	14.9
MU016354.1	1	26610	6569	26310	98.8726	31.531	35.8	54.8
JAACYP010030006.1	1	1732	312	1732	100	23.8897	36.1	59.3
MU016355.1	1	6088	5057	5993	98.4396	108.615	35.9	5.32
JAACYP010030023.1	1	4117	381	4102	99.6357	11.5441	35.8	4.71
JAACYP010030024.1	1	13005	1651	13005	100	16.6807	35.8	13.8
MU016356.1	1	13393	1955	13224	98.7381	16.8542	35.5	11.6
JAACYP010030036.1	1	2504	495	2504	100	25.4069	35.7	2.53
MU016357.1	1	13367	1597	13187	98.6534	15.2645	35.8	12.3
JAACYP010030046.1	1	13596	1671	13595	99.9926	15.9715	35.8	15.2
JAACYP010030049.1	1	5425	1046	5425	100	22.9934	35.9	8.77
JAACYP010030095.1	1	2484	294	2484	100	14.9702	36	9.75
JAACYP010030101.1	1	1997	307	1997	100	20.2318	35.8	4.24
JAACYP010030105.1	1	2491	79	2371	95.1827	4.24849	36.1	0
JAACYP010030106.1	1	2393	60	2304	96.2808	2.67363	36.3	0
JAACYP010030116.1	1	9870	1062	9870	100	13.9989	35.9	10.7
JAACYP010030140.1	1	8098	968	8098	100	15.5327	36.1	3.03
JAACYP010030178.1	1	1993	252	1993	100	15.5921	36	2.98
JAACYP010030207.1	1	1897	361	1897	100	21.9663	36	52.6
JAACYP010030208.1	1	3541	859	3541	100	31.8978	35.9	57.1
JAACYP010030214.1	1	8162	1876	8159	99.9632	29.999	35.9	4.56
JAACYP010030254.1	1	17436	4391	17436	100	32.3246	36	56.9
JAACYP010030255.1	1	7727	2122	7727	100	35.139	35.9	57.8
JAACYP010030260.1	1	9869	1014	9869	100	13.1435	35.9	10.1
MU016358.1	1	46138	6018	46038	99.7833	16.6031	35.8	0.39
JAACYP010030266.1	1	26629	3432	26629	100	16.635	36	0.408
MU016359.1	1	46138	6106	46027	99.7594	16.9154	35.8	0.669
JAACYP010030288.1	1	26629	3593	26628	99.9962	17.5086	35.9	0.551
JAACYP010030298.1	1	9721	1181	9670	99.4754	15.8459	35.9	5.59
JAACYP010030309.1	1	1355	138	1353	99.8524	12.5823	35.3	7.97
JAACYP010030310.1	1	1356	153	1356	100	12.6652	35.4	7.2
JAACYP010030330.1	1	2525	3956	2525	100	210.046	35.9	38.9
JAACYP010030333.1	1	8162	1761	8118	99.4609	28.1467	35.9	3.94
JAACYP010030356.1	1	2416	664	2416	100	33.2831	35.9	25.3
JAACYP010030359.1	1	1873	6588	1873	100	273.825	35.5	12.8
JAACYP010030374.1	1	9720	1136	9684	99.6296	15.1193	36	4.82
MU016360.1	1	16967	2227	16868	99.4165	16.9861	36	9.01
MU016361.1	1	16973	2191	16874	99.4167	16.4379	35.9	7.52
JAACYP010030389.1	1	1135	174	1123	98.9427	18.074	35.9	24.6
MU016362.1	1	10645	2700	10556	99.1639	32.6433	36	55.5
JAACYP010030425.1	1	3094	378	3086	99.7414	14.725	35.9	31.3
JAACYP010030462.1	1	65243	7371	65243	100	14.4641	35.8	2.17
JAACYP010030463.1	1	65264	7523	65263	99.9985	14.7546	35.8	2.41
JAACYP010030464.1	1	8040	822	8040	100	13.1843	35.9	2.47
JAACYP010030465.1	1	8040	841	8040	100	13.5244	36	2.62
JAACYP010030596.1	1	1474	90	1425	96.6757	8.3019	36.4	3.17
JAACYP010030597.1	1	1557	86	1424	91.4579	6.95825	36.1	28.5
