#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
MU012071.1	1	4016	267	3917	97.5349	8.80254	36.1	58.5
JAACYO010019062.1	1	6936	876	6936	100	16.1416	35.7	58.6
MU012072.1	1	10006	1375	9907	99.0106	17.8842	35.9	54.3
JAACYO010019170.1	1	2887	649	2887	100	29.1067	36	47.4
JAACYO010019223.1	1	5940	972	5940	100	20.7165	35.7	58.6
JAACYO010019252.1	1	4185	527	4185	100	16.109	35.8	56.3
JAACYO010019263.1	1	3278	516	3278	100	14.6934	34.9	37.6
JAACYO010019269.1	1	4992	616	4992	100	15.872	35.7	58.9
JAACYO010019270.1	1	6463	696	6463	100	13.1993	35.7	56.1
JAACYO010019288.1	1	6021	957	6021	100	20.941	36	59.8
JAACYO010019295.1	1	3856	578	3840	99.5851	19.2044	36	58.3
JAACYO010019297.1	1	4316	417	4316	100	11.9917	35.7	53.2
JAACYO010019299.1	1	2984	662	2984	100	17.7001	35.3	47.3
MU012073.1	1	2629	7489	2414	91.822	344.431	36	42
MU012074.1	1	13920	142534	13477	96.8175	841.965	32.4	16
MU012075.1	1	8380	1025	8286	98.8783	15.2674	35.8	56
JAACYO010019565.1	1	5455	781	5455	100	18.4675	35.9	59.3
JAACYO010019616.1	1	6591	884	6591	100	17.4403	35.9	58.9
JAACYO010019628.1	1	5296	711	5296	100	16.6252	35.6	55.1
JAACYO010019664.1	1	7856	956	7814	99.4654	15.8437	35.9	54.5
JAACYO010019694.1	1	9354	834	9335	99.7969	11.104	35.9	9.98
MU012076.1	1	3390	836	3383	99.7935	32.9537	35.9	56.5
MU012077.1	1	7717	2536	7621	98.756	32.7306	33.6	24.5
JAACYO010019884.1	1	9904	1328	9904	100	17.2766	36	57.7
JAACYO010019892.1	1	5361	677	5311	99.0673	16.4051	35.8	56.3
MU012078.1	1	6616	818	6518	98.5187	15.5531	36	57.8
JAACYO010020023.1	1	4281	681	4281	100	20.2967	35.6	53.4
MU012079.1	1	36198	12894	30966	85.5462	24.9424	34	28.5
JAACYO010020079.1	1	10046	1294	10012	99.6616	16.1844	35.8	57.9
MU012080.1	1	44380	7723	44174	99.5358	22.8119	35.9	52.3
JAACYO010020112.1	1	11052	1490	11023	99.7376	16.1607	35.8	56.3
JAACYO010020120.1	1	2021	1550	2020	99.9505	92.8951	35.6	7.51
JAACYO010020133.1	1	5895	688	5895	100	14.4548	35.8	55.1
MU012081.1	1	49525	4870	44368	89.5871	12.5423	35.6	56.3
JAACYO010020145.1	1	12872	23962	12872	100	21.9962	35.9	19
JAACYO010020202.1	1	6058	22281	6058	100	358.961	34.4	20.6
JAACYO010020408.1	1	13651	1600	13619	99.7656	14.8067	36	49.8
MU012082.1	1	14590	1703	14491	99.3215	14.585	35.6	53.3
JAACYO010020459.1	1	1126	881	1126	100	100.343	36	3.29
MU012083.1	1	47655	11659	47646	99.9811	30.4477	35.8	55.2
MU012084.1	1	10627	1407	10544	99.219	16.4205	35.6	49.8
MU012085.1	1	31468	4414	31041	98.6431	15.711	35.2	51.5
MU012086.1	1	16302	5066	16291	99.9325	28.1597	34.6	22.3
JAACYO010020864.1	1	7465	859	7465	100	14.615	35.8	53.9
MU012087.1	1	41745	9990	41738	99.9832	28.8119	35.6	43.6
MU012088.1	1	13862	1262	13647	98.449	11.6445	35.7	57.7
JAACYO010021134.1	1	5575	1443	5568	99.8744	33.4748	35.9	55.1
MU012089.1	1	15080	1654	14996	99.443	14.1259	35.8	57.3
JAACYO010021528.1	1	14133	2488	13934	98.5919	14.3962	35.9	34.7
JAACYO010021711.1	1	1451	1712	1451	100	177.908	35.5	3.02
MU012090.1	1	30420	3094	30263	99.4839	12.8078	35.8	51.6
JAACYO010022335.1	1	1712	395	1711	99.9416	28.1174	36	13.7
JAACYO010023390.1	1	6906	924	6906	100	17.2825	35.8	57.8
JAACYO010024834.1	1	10102	1324	10088	99.8614	16.9	35.7	59.3
JAACYO010025044.1	1	47329	6713	47322	99.9852	18.5644	35.9	47.9
JAACYO010025667.1	1	1725	2461	1725	100	183.115	35.7	59
JAACYO010025699.1	1	13481	1625	13421	99.5549	15.4181	35.8	58.4
JAACYO010025837.1	1	5290	10053	5290	100	241.173	36	49.1
JAACYO010026105.1	1	6500	6701	6500	100	136.523	35.9	22.4
MU012091.1	1	16696	990	16063	96.2087	7.50833	35.7	7.34
MU012092.1	1	16693	997	16109	96.5015	7.60882	36	8.25
JAACYO010026192.1	1	25335	1784	25249	99.6605	9.22333	36	4.52
JAACYO010026193.1	1	25331	1842	25313	99.9289	9.5875	36	4.64
JAACYO010026220.1	1	38019	2879	37914	99.7238	9.94726	36	5.87
JAACYO010026221.1	1	38030	2741	38010	99.9474	9.41062	36	6.13
JAACYO010026222.1	1	26212	1959	26189	99.9123	9.6959	35.9	7
JAACYO010026223.1	1	26217	2082	26208	99.9657	10.3036	35.8	7.25
JAACYO010026224.1	1	30254	2548	30181	99.7587	10.921	35.9	5.69
JAACYO010026225.1	1	30244	2448	30229	99.9504	10.4825	35.9	5.51
JAACYO010026228.1	1	2729	516	2729	100	23.5999	35.8	57.1
JAACYO010026279.1	1	36435	2602	36369	99.8189	9.23527	35.8	3.12
JAACYO010026280.1	1	36441	2542	36104	99.0752	8.98271	35.8	2.92
JAACYO010026281.1	1	35241	2524	35140	99.7134	9.27442	35.8	5.65
JAACYO010026282.1	1	35246	2470	35226	99.9433	9.05811	35.8	6.28
JAACYO010026301.1	1	1288	98	1256	97.5155	9.53494	36.1	0.724
JAACYO010026308.1	1	2642	2393	2642	100	117.822	36	24
JAACYO010026326.1	1	2694	190	2694	100	9.32888	35.8	1.58
JAACYO010026327.1	1	2694	172	2694	100	8.24833	36.1	3.07
JAACYO010026361.1	1	6691	765	6691	100	14.5808	35.9	59.1
JAACYO010026374.1	1	3991	2479	3991	100	80.5638	35.9	53.2
MU012093.1	1	38496	2582	37193	96.6152	8.27299	35.5	5.05
MU012094.1	1	37589	2385	36781	97.8504	7.98928	35.6	2.66
JAACYO010026384.1	1	8398	564	8398	100	8.41415	35.7	3.74
JAACYO010026385.1	1	8406	550	8348	99.31	7.96003	35.8	2.22
JAACYO010026386.1	1	10509	781	10509	100	9.35979	35.8	5.13
JAACYO010026387.1	1	10513	717	10513	100	8.83116	35.7	4.1
JAACYO010026388.1	1	7047	487	7047	100	9.06826	35.9	2.04
JAACYO010026389.1	1	7047	538	7042	99.929	9.6959	36	3.18
JAACYO010026396.1	1	1676	1623	1676	100	124.899	36	16.1
JAACYO010026397.1	1	2643	1945	2643	100	92.8982	35.8	15.1
JAACYO010026404.1	1	11917	3980	11917	100	43.8886	35.9	59.7
JAACYO010026422.1	1	1448	90	1429	98.6878	7.08702	35.7	0.144
JAACYO010026424.1	1	6342	421	6298	99.3062	7.82529	35.7	2.12
JAACYO010026425.1	1	10162	706	10105	99.4391	9.24483	35.6	3.92
JAACYO010026426.1	1	6343	395	6230	98.2185	7.03342	35.7	1.84
JAACYO010026427.1	1	10162	636	10140	99.7835	8.00777	35.6	1.82
JAACYO010026590.1	1	1841	107	1788	97.1211	7.61488	35.9	0.187
JAACYO010026591.1	1	1841	108	1840	99.9457	7.58935	35.5	0.157
MU012095.1	1	23363	1503	23164	99.1482	8.29072	35.7	7.85
MU012096.1	1	23362	1497	23204	99.3237	8.31098	35.8	8.8
MU012097.1	1	35843	2886	35420	98.8199	9.78255	35.3	9.42
MU012098.1	1	35861	2798	35331	98.5221	9.59786	35.5	11.5
MU012099.1	1	17868	1074	17242	96.4965	7.44303	35.4	2.78
MU012100.1	1	17819	1065	17305	97.1154	7.32897	35.4	2.8
JAACYO010026656.1	1	5446	344	5429	99.6878	7.70731	35.5	6.43
MU012101.1	1	5707	320	5610	98.3003	6.93044	35.5	3.68
JAACYO010026677.1	1	5451	324	5409	99.2295	6.85544	35.6	3.27
MU012102.1	1	5707	337	5611	98.3179	7.38286	35.5	4.4
MU012103.1	1	9962	1313	9864	99.0163	17.0671	35.7	57.3
JAACYO010026691.1	1	8902	1041	8895	99.9214	15.2343	35.8	59.1
JAACYO010026692.1	1	3165	220	3165	100	8.98294	36	0
JAACYO010026693.1	1	3165	206	3165	100	8.75861	36	0.262
JAACYO010026699.1	1	24947	1841	24940	99.9719	9.46591	35.9	5.33
JAACYO010026700.1	1	24949	1505	24758	99.2344	7.82957	35.7	5.51
JAACYO010026701.1	1	15073	1132	15006	99.5555	9.78903	35.8	9.66
JAACYO010026702.1	1	15068	1072	15067	99.9934	9.30157	35.8	9.92
JAACYO010026724.1	1	27051	1606	27027	99.9113	7.68988	35.8	5.61
JAACYO010026725.1	1	27033	1592	26964	99.7448	7.61799	35.9	6.26
MU012104.1	1	35303	2004	30204	85.5565	6.6802	35.3	5.49
MU012105.1	1	35304	2022	30232	85.6334	6.81727	35.3	5.09
JAACYO010026735.1	1	13015	1062	13015	100	10.3966	35.8	8.56
JAACYO010026736.1	1	13015	1054	12978	99.7157	9.51264	35.9	9.34
MU012106.1	1	11017	996	10596	96.1786	10.1756	34.3	11.7
JAACYO010026739.1	1	9147	640	9141	99.9344	8.91341	36	2.76
JAACYO010026770.1	1	20716	1553	20705	99.9469	9.88497	35.9	9.72
JAACYO010026771.1	1	2806	303	2806	100	12.7331	35.9	1.78
JAACYO010026772.1	1	20718	1636	20694	99.8842	10.411	36	9.27
JAACYO010026773.1	1	2806	279	2793	99.5367	11.5289	35.8	6.75
JAACYO010026786.1	1	1631	212	1631	100	18.0349	35.8	59.8
JAACYO010026830.1	1	2072	279	2072	100	16.9257	35.7	56.4
JAACYO010026847.1	1	2127	462	2127	100	24.2482	36	56.9
JAACYO010026885.1	1	5434	2262	5434	100	54.6474	35.9	57.9
MU012107.1	1	23040	3362	22957	99.6398	17.0909	35	46.7
JAACYO010027048.1	1	56986	3979	56797	99.6683	9.12122	35.9	3.96
JAACYO010027049.1	1	56984	4049	56881	99.8192	9.18393	35.9	4.48
JAACYO010027050.1	1	15060	3908	14954	99.2961	12.7652	35.1	1.28
JAACYO010027051.1	1	15066	4040	15051	99.9004	12.8124	35	1.22
JAACYO010027052.1	1	15154	1057	15004	99.0102	9.32077	36	2.03
JAACYO010027053.1	1	15153	1129	15153	100	9.91394	35.9	2.72
JAACYO010027060.1	1	6161	488	6153	99.8702	10.2186	35.6	0.162
JAACYO010027061.1	1	6162	639	6160	99.9675	13.6907	35.9	8.76
MU012108.1	1	64407	4928	64273	99.7919	9.8302	35.8	8.74
MU012109.1	1	64398	5121	64261	99.7873	10.2243	35.8	8.97
JAACYO010027067.1	1	5623	369	5607	99.7155	8.80171	36	10.6
JAACYO010027068.1	1	5623	422	5607	99.7155	10.0288	35.9	11.6
MU012110.1	1	75648	6371	70288	92.9146	10.1771	35.4	8.84
MU012111.1	1	73020	7072	67883	92.9649	11.2157	35	8.21
JAACYO010027074.1	1	6240	447	6226	99.7756	9.23413	35.9	0.781
JAACYO010027075.1	1	6240	496	6240	100	10.1926	35.9	3.54
MU012112.1	1	60708	4818	60064	98.9392	10.1393	35.9	2.38
MU012113.1	1	60704	5011	60283	99.3065	10.5101	35.8	2.05
JAACYO010027080.1	1	3332	189	3315	99.4898	7.21068	35.6	7.74
JAACYO010027081.1	1	3333	207	3324	99.73	7.9832	35.7	6.11
JAACYO010027108.1	1	59385	4393	59342	99.9276	9.61148	35.8	3.94
JAACYO010027109.1	1	59389	4507	59218	99.7121	9.81907	35.8	4.13
JAACYO010027110.1	1	16625	1138	16622	99.982	8.82256	35.7	10.7
JAACYO010027111.1	1	16565	1221	16565	100	9.47045	35.8	11.5
MU012114.1	1	64776	5118	63770	98.447	9.10899	35.5	3.63
MU012115.1	1	64757	5302	63956	98.7631	9.5174	35.6	3.69
JAACYO010027118.1	1	6395	313	6311	98.6865	6.25676	35.6	8.22
JAACYO010027119.1	1	6399	426	6334	98.9842	8.59134	35.7	6.91
MU012116.1	1	81751	6544	80691	98.7034	9.36804	35.6	4.1
MU012117.1	1	81308	6438	80329	98.7959	9.32763	35.7	3.08
JAACYO010027175.1	1	5952	469	5952	100	10.164	35.6	3.83
JAACYO010027176.1	1	5953	464	5921	99.4625	10.1325	35.9	2.26
JAACYO010027283.1	1	1837	86	1837	100	5.66358	35.4	0
JAACYO010027284.1	1	1837	93	1837	100	6.37888	35.9	0.495
JAACYO010027312.1	1	44499	3082	44408	99.7955	9.01908	35.9	6.02
JAACYO010027313.1	1	44499	2962	44394	99.764	8.61246	35.9	5.77
JAACYO010027320.1	1	63290	4563	63249	99.9352	9.34625	35.9	11.4
JAACYO010027321.1	1	62739	4286	62727	99.9809	8.82756	35.7	9.56
JAACYO010027332.1	1	38692	2503	38627	99.832	8.3953	35.8	4.21
JAACYO010027333.1	1	38689	2772	38588	99.7389	8.6668	35.8	4.61
JAACYO010027334.1	1	8791	998	8780	99.8749	12.727	35.1	2.8
JAACYO010027335.1	1	9735	531	9689	99.5275	7.11351	35.9	6.42
JAACYO010027336.1	1	13365	1145	13365	100	10.8896	35.4	3.44
JAACYO010027337.1	1	13364	1325	13313	99.6184	10.4711	35.5	2.48
JAACYO010027338.1	1	8794	1459	8709	99.0334	12.895	35.1	2.44
JAACYO010027339.1	1	17573	2632	17551	99.8748	12.881	33.1	1.73
JAACYO010027340.1	1	17574	2199	17574	100	13.2767	33.1	2.97
JAACYO010027341.1	1	9738	604	9704	99.6509	7.91733	35.6	9.8
JAACYO010027368.1	1	377503	29030	377126	99.9001	9.96286	35.9	6.62
JAACYO010027369.1	1	377370	29085	377150	99.9417	10.0164	35.9	6.79
JAACYO010027370.1	1	87422	7897	86928	99.4349	10.0365	35.1	5.05
JAACYO010027371.1	1	87400	8241	87174	99.7414	9.9654	35	5.42
JAACYO010027372.1	1	39384	3189	39299	99.7842	10.1853	35.6	9.08
JAACYO010027373.1	1	74841	6313	74818	99.9693	10.1282	35.7	5.11
JAACYO010027374.1	1	74818	6189	74756	99.9171	9.84962	35.7	4.93
JAACYO010027375.1	1	39353	3162	39310	99.8907	10.0453	35.7	9.53
JAACYO010027376.1	1	28864	2234	28605	99.1027	9.50232	35.8	6.9
JAACYO010027377.1	1	28861	2271	28861	100	9.80195	35.8	8.98
JAACYO010027378.1	1	26592	1971	26592	100	9.52918	35.8	5.3
JAACYO010027379.1	1	26587	1974	26561	99.9022	9.48738	35.8	4.73
JAACYO010027380.1	1	18694	1423	18664	99.8395	9.40601	35.4	5.15
JAACYO010027381.1	1	18678	1470	18654	99.8715	9.58009	35.5	4.71
JAACYO010027402.1	1	194781	14808	194366	99.7869	9.909	35.9	5.04
JAACYO010027403.1	1	338185	25263	337608	99.8294	9.74342	35.9	6
JAACYO010027404.1	1	338219	25329	337712	99.8501	9.75382	35.9	5.77
JAACYO010027405.1	1	124994	9424	124774	99.824	9.79861	35.9	4.81
JAACYO010027406.1	1	69554	5349	69534	99.9712	9.99123	35.9	5.28
JAACYO010027407.1	1	51321	4186	51296	99.9513	10.2099	35.8	2.85
JAACYO010027408.1	1	51331	4186	51323	99.9844	10.118	35.8	3.24
JAACYO010027409.1	1	49641	3862	49536	99.7885	10.0724	36	6.94
JAACYO010027410.1	1	11486	990	11470	99.8607	9.68396	35.9	5.08
JAACYO010027411.1	1	27215	2211	27188	99.9008	10.6989	35.8	6.59
JAACYO010027412.1	1	49642	3943	49622	99.9597	10.1736	35.8	7.41
JAACYO010027413.1	1	11485	969	11485	100	9.43431	35.8	6.64
JAACYO010027414.1	1	27252	2181	27187	99.7615	10.5145	35.8	7.88
JAACYO010027425.1	1	98930	7155	98811	99.8797	9.42736	35.9	8.02
JAACYO010027426.1	1	98924	7221	98785	99.8595	9.44134	35.8	6.92
JAACYO010027427.1	1	71616	5392	71517	99.8618	9.73313	35.8	6.09
JAACYO010027428.1	1	71583	5299	71475	99.8491	9.55793	35.9	5.42
JAACYO010027429.1	1	85058	5892	84750	99.6379	8.79358	35.7	3.32
JAACYO010027430.1	1	85145	5949	84873	99.6805	8.96403	35.8	4.28
JAACYO010027441.1	1	50333	3804	50305	99.9444	9.75132	35.8	4.26
JAACYO010027442.1	1	50345	3645	50295	99.9007	9.2809	35.8	4.13
JAACYO010027443.1	1	6651	458	6651	100	9.11532	36	3.58
JAACYO010027444.1	1	6651	439	6651	100	8.53105	35.7	3.66
JAACYO010027457.1	1	132708	10091	132538	99.8719	9.92387	35.9	5.28
JAACYO010027458.1	1	132767	10224	132631	99.8976	10.0649	35.9	4.74
JAACYO010027459.1	1	49133	3844	49129	99.9919	10.2422	35.9	4.54
JAACYO010027460.1	1	49140	3845	49128	99.9756	10.2764	35.9	3.9
JAACYO010027461.1	1	9670	687	9659	99.8862	9.31179	35.9	4.83
JAACYO010027462.1	1	9670	568	9644	99.7311	7.62978	35.8	3.85
JAACYO010027524.1	1	71887	5270	71801	99.8804	9.31735	35.9	2.28
JAACYO010027525.1	1	71883	5018	71856	99.9624	8.86147	35.9	2.79
JAACYO010027526.1	1	6381	428	6240	97.7903	8.39602	35.8	3.55
JAACYO010027527.1	1	6381	436	6379	99.9687	8.68234	36	2.27
JAACYO010027532.1	1	118858	8819	118515	99.7114	9.64919	35.8	3.29
JAACYO010027533.1	1	118867	8486	118681	99.8435	9.25471	35.8	3.43
JAACYO010027534.1	1	1589	128	1589	100	9.34865	33.7	6.12
JAACYO010027535.1	1	1590	164	1520	95.5975	9.25472	33.2	5.48
JAACYO010027554.1	1	20041	1286	20007	99.8303	8.32972	35.9	6.74
JAACYO010027555.1	1	20043	1322	19981	99.6907	8.7208	35.8	7.76
JAACYO010027556.1	1	22479	1309	22379	99.5551	7.49944	35.8	5.62
JAACYO010027557.1	1	14852	1052	14851	99.9933	9.12342	35.9	4.53
JAACYO010027558.1	1	22481	1409	22265	99.0392	8.21187	35.8	6.32
JAACYO010027559.1	1	14862	1055	14862	100	9.09413	35.9	5.11
JAACYO010027560.1	1	11329	772	11265	99.4351	8.81993	36	9.47
JAACYO010027561.1	1	11332	761	11331	99.9912	8.69891	35.8	8.37
JAACYO010027580.1	1	30929	2311	30842	99.7187	9.72747	35.8	2.71
JAACYO010027581.1	1	30924	2332	30907	99.945	9.85856	35.8	3.94
JAACYO010027582.1	1	14110	1042	14105	99.9646	9.6258	35.9	2.64
