#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYO010012018.1	1	4512	1388	4512	100	39.5554	35.8	59
JAACYO010012026.1	1	1489	258	1489	100	21.6642	35.8	56.1
JAACYO010012104.1	1	1337	424	1337	100	37.1466	35.2	50.2
JAACYO010012122.1	1	3822	1208	3822	100	40.8577	35.6	57.7
JAACYO010012133.1	1	1982	451	1982	100	23.6302	35.7	59.7
JAACYO010012134.1	1	2381	1285	2381	100	64.9941	35.8	58
JAACYO010012234.1	1	1354	2411	1354	100	211.428	36	52.1
JAACYO010012239.1	1	2673	535	2667	99.7755	25.6472	35.6	44.9
JAACYO010012255.1	1	1962	344	1962	100	21.1855	35.7	44.9
JAACYO010012319.1	1	4856	1522	4856	100	39.9508	35.7	53.8
JAACYO010012376.1	1	3281	1226	3281	100	47.2243	35.8	49.4
JAACYO010012379.1	1	3035	1262	3035	100	53.4066	35.8	52.9
JAACYO010012485.1	1	9689	2746	9689	100	36.4794	35.8	58.1
JAACYO010012527.1	1	7503	2056	7503	100	33.1293	35.5	57.9
JAACYO010012645.1	1	3700	1133	3698	99.9459	40.2151	35.8	25.7
JAACYO010012898.1	1	1615	892	1615	100	65.2669	34.6	30.3
JAACYO010012971.1	1	4828	1748	4828	100	47.5464	35.8	13.4
JAACYO010012986.1	1	14348	4841	14348	100	43.2924	35.7	58
JAACYO010012993.1	1	2449	639	2449	100	33.7121	35.8	38.9
JAACYO010013010.1	1	53856	18643	53856	100	45.1878	35.8	59.5
JAACYO010013020.1	1	13653	4054	13653	100	38.2503	35.7	54.4
JAACYO010013096.1	1	6752	1154	6752	100	21.7552	35.8	57.9
JAACYO010013127.1	1	11404	4786	11404	100	43.7737	34.6	39
JAACYO010013201.1	1	13665	52521	13665	100	450.3	32.5	15.2
JAACYO010013208.1	1	4614	946	4614	100	26.1337	35.3	57.7
JAACYO010013223.1	1	1452	9208	1452	100	711.811	35.6	5.58
MU012048.1	1	1788	394	1690	94.519	25.0408	34.5	55
MU012049.1	1	9670	2232	9570	98.9659	29.5184	35.7	57.3
MU012050.1	1	3784	760	3686	97.4101	23.9725	34.9	58.5
MU012051.1	1	2579	4279	2480	96.1613	115.725	35.8	42.9
MU012052.1	1	1665	58961	1558	93.5736	2276.75	34	14
MU012053.1	1	3871	694	3774	97.4942	18.8156	35.3	51.2
MU012054.1	1	1964	2020	1964	100	104.011	33.8	23.6
JAACYO010014295.1	1	3364	1384	3364	100	53.0725	35.8	59.3
JAACYO010014384.1	1	811	1069	811	100	133.195	34	20.9
JAACYO010014403.1	1	706	6249	706	100	315.829	33.2	10.9
JAACYO010014406.1	1	982	298	982	100	27.5163	34	52.8
JAACYO010014455.1	1	3464	1067	3464	100	37.7327	35.7	56.1
MU012055.1	1	701	2517	607	86.5906	367.312	35.2	22.2
JAACYO010015038.1	1	6578	1705	6578	100	29.0818	35.3	47.9
JAACYO010015049.1	1	3171	826	3170	99.9685	34.6254	36	59.7
JAACYO010015059.1	1	2642	570	2642	100	28.4553	35.9	60
JAACYO010015110.1	1	6190	1552	6190	100	32.5218	35.7	58.6
JAACYO010015121.1	1	4675	1058	4673	99.9572	29.372	35.6	56.4
JAACYO010015215.1	1	7843	1640	7843	100	27.2369	35.8	59.6
JAACYO010015297.1	1	6003	1896	6003	100	33.9752	35.8	50.3
JAACYO010015441.1	1	1056	25877	1056	100	1924.5	33.6	15.4
JAACYO010015442.1	1	5191	1080	5191	100	26.9199	35.8	58.8
JAACYO010015443.1	1	4345	1363	4345	100	39.7998	35.7	54.2
JAACYO010015446.1	1	1015	300	1015	100	40.93	34.5	33.1
JAACYO010015459.1	1	4004	1403	4004	100	28.1396	35.6	44.3
JAACYO010015515.1	1	2136	2005	2136	100	86.3216	33.6	35.5
JAACYO010015546.1	1	7926	3896	7924	99.9748	64.9365	35.7	12.7
JAACYO010015557.1	1	3539	671	3528	99.6892	24.3371	35.7	47
JAACYO010015622.1	1	7485	2236	7485	100	38.4786	35.8	57.4
JAACYO010015714.1	1	4111	457	4111	100	14.0034	35.9	59.1
JAACYO010015880.1	1	3413	1136	3413	100	43.6135	35.7	43.3
JAACYO010015887.1	1	17641	27453	17641	100	120.537	33.8	21.5
JAACYO010015888.1	1	5190	1696	5190	100	43.4963	35.7	58.9
JAACYO010015892.1	1	16703	4713	16703	100	36.9702	35.7	56.4
MU012056.1	1	17136	7263	17128	99.9533	50.9592	35.6	54.9
MU012057.1	1	5810	1258	5714	98.3477	28.1029	35.7	59.2
MU012058.1	1	2694	40069	2692	99.9258	1098.33	32.2	18.3
MU012059.1	1	8046	3553	7955	98.869	40.0148	34.8	34.3
MU012060.1	1	9629	2570	9479	98.4422	33.5597	35.6	55.2
MU012061.1	1	2556	1722	2457	96.1268	69.8905	36	39
MU012062.1	1	13964	2846	10988	78.6881	26.4364	35.5	55.2
JAACYO010016492.1	1	10515	2776	10497	99.8288	33.7141	35.6	57.3
MU012063.1	1	14005	4582	13900	99.2503	42.5348	35.8	55.9
MU012064.1	1	3707	1480	3509	94.6588	24.7578	35	51.1
MU012065.1	1	1949	29150	1850	94.9205	1269.19	33.5	14.9
JAACYO010017023.1	1	5502	1430	5502	100	33.8977	35.8	59.2
JAACYO010017051.1	1	2060	523	2059	99.9515	32.5801	35.8	59.4
JAACYO010017054.1	1	7670	2120	7670	100	36.128	35.7	57.8
JAACYO010017055.1	1	4789	1273	4789	100	33.688	35.4	51.9
JAACYO010017072.1	1	4651	1152	4591	98.71	31.7465	35.7	58.1
JAACYO010017191.1	1	6539	1654	6539	100	31.5366	35.4	55.1
JAACYO010017260.1	1	1612	363	1612	100	28.6433	35.9	58.9
JAACYO010017301.1	1	1077	622	1077	100	53.376	34.6	29.5
JAACYO010017412.1	1	17449	5822	17429	99.8854	40.6086	35.5	52.1
JAACYO010017446.1	1	7674	2421	7674	100	39.677	35.7	43.2
MU012066.1	1	16122	4065	16117	99.969	32.4333	35.5	57.7
JAACYO010017742.1	1	42154	14546	42154	100	44.7448	35.7	59
JAACYO010017759.1	1	1562	669	1562	100	36.7522	33	32
MU012067.1	1	6279	12143	6177	98.3755	156.025	33.1	20.9
JAACYO010018106.1	1	5363	1582	5363	100	38.7544	35.8	59.5
JAACYO010018114.1	1	3240	399	3236	99.8765	15.5778	35.5	11.1
JAACYO010018115.1	1	8882	1769	8882	100	25.5922	35.6	58.4
JAACYO010018138.1	1	8181	7240	8181	100	68.9095	33.7	42.3
MU012068.1	1	9717	3061	9613	98.9297	39.2449	35.2	50.2
JAACYO010018235.1	1	8208	2300	8208	100	36.4079	35.8	58.4
JAACYO010018239.1	1	4897	677	4877	99.5916	17.5497	35.6	8.98
JAACYO010018250.1	1	1714	2637	1714	100	196.879	35.9	15.5
JAACYO010018254.1	1	6813	1902	6813	100	36.7337	35.7	57.3
JAACYO010018283.1	1	8816	3090	8816	100	40.8406	34.7	44.3
JAACYO010018300.1	1	5765	1200	5765	100	25.6557	35.8	52
MU012069.1	1	28554	3806	28260	98.9704	17.0105	35.8	56.5
MU012070.1	1	7593	2683	7584	99.8815	42.5668	35.5	54.3
JAACYO010018671.1	1	3576	835	3576	100	29.9181	35.7	58.8
JAACYO010018675.1	1	7820	2969	7820	100	48.6499	35.4	53.9
JAACYO010018797.1	1	3359	1067	3359	100	41.1024	35.8	59.6
JAACYO010018800.1	1	22665	5522	22665	100	30.0987	35.4	54.9
JAACYO010018821.1	1	3574	989	3574	100	32.1673	35.2	50
JAACYO010018844.1	1	10500	2462	10500	100	30.5553	35.6	58.9
JAACYO010018864.1	1	1180	95	1180	100	9.6839	35.6	41.8
MU012071.1	1	4016	595	3917	97.5349	19.1688	35.8	58.3
JAACYO010019062.1	1	6936	1860	6936	100	34.1107	35.6	58.2
MU012072.1	1	10006	2840	9907	99.0106	36.9406	35.9	54.7
JAACYO010019170.1	1	2887	1369	2887	100	61.4856	35.8	47.3
JAACYO010019223.1	1	5940	2003	5940	100	42.5636	35.5	58.2
JAACYO010019252.1	1	4185	1059	4185	100	32.2511	35.7	55.9
JAACYO010019263.1	1	3278	1502	3278	100	37.4384	34.5	31.5
JAACYO010019269.1	1	4992	1203	4992	100	31.1132	35.6	58.8
JAACYO010019270.1	1	6463	1555	6463	100	29.8674	35.6	56.4
JAACYO010019288.1	1	6021	2012	6021	100	43.9377	35.8	59.6
JAACYO010019295.1	1	3856	1201	3856	100	40.4764	35.8	57.9
JAACYO010019297.1	1	4316	879	4316	100	25.2956	35.5	53.4
JAACYO010019299.1	1	2984	1420	2984	100	39.9293	35.3	46.6
MU012073.1	1	2629	15633	2438	92.7349	721.73	35.9	42
MU012074.1	1	13920	293816	13535	97.2342	1725.13	32.3	15.8
MU012075.1	1	8380	2120	8286	98.8783	31.8863	35.6	56.2
JAACYO010019565.1	1	5455	1606	5455	100	38.0079	35.8	59.2
JAACYO010019616.1	1	6591	1884	6591	100	37.3361	35.8	58.4
JAACYO010019628.1	1	5296	1447	5296	100	33.8488	35.4	54.9
JAACYO010019664.1	1	7856	1989	7856	100	32.9989	35.7	55.2
JAACYO010019694.1	1	9354	1703	9349	99.9465	22.6057	35.7	10.5
MU012076.1	1	3390	1865	3383	99.7935	73.1667	35.7	56.5
MU012077.1	1	7717	5198	7622	98.769	68.3596	33.6	26.8
JAACYO010019884.1	1	9904	2714	9904	100	35.239	35.8	57.4
JAACYO010019892.1	1	5361	1493	5361	100	35.5581	35.6	56
MU012078.1	1	6616	1655	6518	98.5187	31.8643	35.8	57.8
JAACYO010020023.1	1	4281	1193	4281	100	35.2948	35.5	53.6
MU012079.1	1	36198	25199	30990	85.6125	49.8734	34	28.9
JAACYO010020079.1	1	10046	2677	10046	100	33.9646	35.7	58.2
MU012080.1	1	44380	16067	44187	99.5651	47.4363	35.7	52.4
JAACYO010020112.1	1	11052	3023	11052	100	33.3559	35.7	56.3
JAACYO010020120.1	1	2021	3165	2021	100	188.856	35.4	7.46
JAACYO010020133.1	1	5895	1448	5895	100	30.2965	35.6	54.4
MU012081.1	1	49525	9898	44405	89.6618	25.5692	35.5	56
JAACYO010020145.1	1	12872	50714	12872	100	46.0716	35.8	19
JAACYO010020202.1	1	6058	47058	6058	100	758.018	34.2	20.7
JAACYO010020408.1	1	13651	3293	13639	99.9121	30.9311	35.8	50.5
MU012082.1	1	14590	3599	14495	99.3489	31.2027	35.5	53.9
JAACYO010020459.1	1	1126	1873	1126	100	211.789	35.8	2.81
MU012083.1	1	47655	23996	47646	99.9811	63.1504	35.7	55.4
MU012084.1	1	10627	2908	10544	99.219	33.8373	35.5	50.9
MU012085.1	1	31468	9236	31064	98.7162	32.8618	35	51.4
MU012086.1	1	16302	10070	16299	99.9816	57.3616	34.4	23.9
JAACYO010020864.1	1	7465	1939	7465	100	32.5346	35.6	54.6
MU012087.1	1	41745	20377	41743	99.9952	58.8244	35.4	43.3
MU012088.1	1	13862	2852	13664	98.5716	26.4873	35.5	57.7
JAACYO010021134.1	1	5575	3022	5575	100	69.9959	35.8	55.1
MU012089.1	1	15080	3548	15080	100	30.3839	35.6	57.2
JAACYO010021528.1	1	14133	5320	14070	99.5542	30.2252	35.8	33.8
JAACYO010021711.1	1	1451	3477	1451	100	364.578	35.3	3.06
MU012090.1	1	30420	6481	30324	99.6844	26.947	35.7	51.5
JAACYO010022335.1	1	1712	836	1712	100	60.427	35.7	12.2
JAACYO010023390.1	1	6906	1967	6906	100	36.3789	35.5	57.5
JAACYO010024834.1	1	10102	2743	10102	100	35.1814	35.6	59.4
JAACYO010025044.1	1	47329	13786	47329	100	38.1718	35.8	47.7
JAACYO010025667.1	1	1725	4755	1725	100	354.152	35.6	58.8
JAACYO010025699.1	1	13481	3443	13481	100	33.0349	35.7	58.6
JAACYO010025837.1	1	5290	21097	5290	100	509.609	35.9	48.7
JAACYO010026105.1	1	6500	13829	6500	100	281.99	35.8	22.1
MU012091.1	1	16696	2111	16204	97.0532	15.9288	35.6	7.15
MU012092.1	1	16693	2129	16216	97.1425	16.2828	35.8	8.44
JAACYO010026192.1	1	25335	3691	25335	100	19.1119	35.8	4.56
JAACYO010026193.1	1	25331	3774	25331	100	19.6382	35.8	4.41
JAACYO010026220.1	1	38019	5967	38019	100	20.6438	35.8	6.11
JAACYO010026221.1	1	38030	5879	38030	100	20.2421	35.8	6.35
JAACYO010026222.1	1	26212	4051	26212	100	20.1028	35.8	7.73
JAACYO010026223.1	1	26217	4244	26217	100	21.0396	35.7	7.63
JAACYO010026224.1	1	30254	5277	30254	100	22.7002	35.8	6
JAACYO010026225.1	1	30244	5041	30244	100	21.7105	35.7	5.39
JAACYO010026228.1	1	2729	1185	2729	100	54.661	35.6	57.7
JAACYO010026279.1	1	36435	5368	36435	100	19.1586	35.7	2.98
JAACYO010026280.1	1	36441	5284	36441	100	18.7708	35.7	2.69
JAACYO010026281.1	1	35241	5154	35238	99.9915	18.9679	35.7	5.32
JAACYO010026282.1	1	35246	5214	35246	100	19.1583	35.7	6.06
JAACYO010026301.1	1	1288	184	1282	99.5342	17.6747	36.1	0.69
JAACYO010026308.1	1	2642	4690	2642	100	230.713	35.9	24.2
JAACYO010026326.1	1	2694	412	2694	100	19.7068	35.8	1.42
JAACYO010026327.1	1	2694	408	2694	100	19.7673	35.9	2.63
JAACYO010026361.1	1	6691	1631	6691	100	31.2133	35.7	58.8
JAACYO010026374.1	1	3991	5067	3991	100	165.573	35.7	53.4
MU012093.1	1	38496	5353	37538	97.5114	17.1966	35.4	5.23
MU012094.1	1	37589	4939	37047	98.5581	16.5559	35.5	2.46
JAACYO010026384.1	1	8398	1241	8398	100	18.6531	35.5	3.46
JAACYO010026385.1	1	8406	1306	8406	100	19.3764	35.7	3.17
JAACYO010026386.1	1	10509	1515	10509	100	18.2496	35.7	5.43
JAACYO010026387.1	1	10513	1470	10513	100	18.1867	35.6	4.54
JAACYO010026388.1	1	7047	1000	7047	100	18.4707	35.8	1.75
JAACYO010026389.1	1	7047	1037	7047	100	18.5587	35.8	2.76
JAACYO010026396.1	1	1676	3467	1676	100	268.281	35.8	16.5
JAACYO010026397.1	1	2643	4075	2643	100	195.348	35.8	15.7
JAACYO010026404.1	1	11917	8197	11917	100	90.4837	35.7	59.6
JAACYO010026422.1	1	1448	216	1429	98.6878	17.7307	35.6	0.19
JAACYO010026424.1	1	6342	838	6342	100	15.3149	35.6	2.36
JAACYO010026425.1	1	10162	1427	10151	99.8918	18.2293	35.5	3.08
JAACYO010026426.1	1	6343	826	6343	100	14.6792	35.5	2.06
JAACYO010026427.1	1	10162	1294	10162	100	16.2906	35.5	2.14
JAACYO010026590.1	1	1841	212	1840	99.9457	14.9294	35.6	0.0943
JAACYO010026591.1	1	1841	219	1840	99.9457	14.9995	35.6	0.123
MU012095.1	1	23363	3155	23276	99.6276	17.414	35.6	8.02
MU012096.1	1	23362	3068	23272	99.6148	17.1171	35.7	7.94
MU012097.1	1	35843	5842	35654	99.4727	19.9087	35.2	10.2
MU012098.1	1	35861	5585	35664	99.4507	19.4505	35.4	11.7
MU012099.1	1	17868	2259	17469	97.767	15.5606	35.2	3.16
MU012100.1	1	17819	2293	17413	97.7215	15.8727	35.3	2.74
JAACYO010026656.1	1	5446	697	5446	100	15.4082	35.5	5.2
MU012101.1	1	5707	731	5612	98.3354	15.8511	35.4	2.83
JAACYO010026677.1	1	5451	700	5451	100	15.6929	35.5	4.62
MU012102.1	1	5707	749	5613	98.3529	16.5097	35.5	3.54
MU012103.1	1	9962	2685	9866	99.0363	34.6333	35.6	57.3
JAACYO010026691.1	1	8902	2210	8898	99.9551	32.2834	35.6	58.7
JAACYO010026692.1	1	3165	413	3165	100	17.0316	36	0
JAACYO010026693.1	1	3165	418	3165	100	17.5763	35.8	0.278
JAACYO010026699.1	1	24947	3725	24947	100	19.2977	35.7	5.4
JAACYO010026700.1	1	24949	3314	24949	100	17.309	35.6	5.29
JAACYO010026701.1	1	15073	2309	15073	100	20.0412	35.7	10.1
JAACYO010026702.1	1	15068	2239	15068	100	19.4894	35.7	10.1
JAACYO010026724.1	1	27051	3391	27051	100	16.2025	35.7	6.42
JAACYO010026725.1	1	27033	3448	27033	100	16.3873	35.7	6.48
MU012104.1	1	35303	4202	30310	85.8567	13.7469	35.1	4.88
MU012105.1	1	35304	4266	30312	85.86	14.2556	35.1	4.86
JAACYO010026735.1	1	13015	2046	13015	100	20.0618	35.7	8.84
JAACYO010026736.1	1	13015	2156	13015	100	19.2781	35.7	8.48
MU012106.1	1	11017	2177	10621	96.4056	22.5936	34.4	12.3
JAACYO010026739.1	1	9147	1277	9147	100	17.8557	35.7	2.59
JAACYO010026770.1	1	20716	3288	20716	100	20.8518	35.8	10.2
JAACYO010026771.1	1	2806	557	2806	100	23.5046	35.7	2.21
JAACYO010026772.1	1	20718	3450	20718	100	21.9673	35.9	9.46
JAACYO010026773.1	1	2806	499	2806	100	20.4376	35.7	5.74
JAACYO010026786.1	1	1631	481	1631	100	38.8406	35.3	59.1
JAACYO010026830.1	1	2072	576	2072	100	35.0985	35.6	56.9
JAACYO010026847.1	1	2127	925	2127	100	48.528	35.7	56.6
JAACYO010026885.1	1	5434	4652	5434	100	112.279	35.7	57.7
MU012107.1	1	23040	7308	22957	99.6398	37.2437	34.8	46.5
JAACYO010027048.1	1	56986	8402	56986	100	19.1439	35.8	4.27
JAACYO010027049.1	1	56984	8364	56984	100	18.9756	35.8	4.34
JAACYO010027050.1	1	15060	8095	15060	100	26.3001	34.9	1.33
JAACYO010027051.1	1	15066	8092	15066	100	26.3876	34.9	1.26
JAACYO010027052.1	1	15154	2297	15154	100	19.8308	35.8	2.31
JAACYO010027053.1	1	15153	2430	15153	100	21.2018	35.7	3.04
JAACYO010027060.1	1	6161	1010	6154	99.8864	21.0094	35.5	0.185
JAACYO010027061.1	1	6162	1355	6160	99.9675	28.8137	35.7	8.21
MU012108.1	1	64407	10604	64318	99.8618	21.2302	35.7	8.41
MU012109.1	1	64398	10799	64312	99.8665	21.6002	35.7	8.33
JAACYO010027067.1	1	5623	795	5623	100	18.6681	35.9	11.1
JAACYO010027068.1	1	5623	856	5623	100	20.1553	35.8	10.6
MU012110.1	1	75648	13381	70542	93.2503	21.4791	35.3	8.79
MU012111.1	1	73020	14462	68022	93.1553	23.05	34.9	7.86
JAACYO010027074.1	1	6240	919	6240	100	18.9361	35.7	0.847
JAACYO010027075.1	1	6240	980	6240	100	20.2875	35.7	3.98
MU012112.1	1	60708	10260	60316	99.3543	21.6562	35.7	2.55
MU012113.1	1	60704	10516	60311	99.3526	22.1206	35.7	2.1
JAACYO010027080.1	1	3332	397	3332	100	15.4784	35.6	5.52
JAACYO010027081.1	1	3333	475	3333	100	18.2259	35.5	5.78
JAACYO010027108.1	1	59385	9225	59385	100	20.2159	35.7	3.93
JAACYO010027109.1	1	59389	9366	59389	100	20.4555	35.7	4.14
JAACYO010027110.1	1	16625	2456	16625	100	18.9798	35.5	10.4
JAACYO010027111.1	1	16565	2570	16565	100	20.0944	35.6	11.5
MU012114.1	1	64776	10884	64275	99.2266	19.5953	35.4	4.05
MU012115.1	1	64757	10772	64259	99.231	19.3417	35.4	3.94
JAACYO010027118.1	1	6395	678	6395	100	13.6219	35.4	7.03
JAACYO010027119.1	1	6399	866	6399	100	17.5951	35.5	6.56
MU012116.1	1	81751	14105	80940	99.008	19.8685	35.5	3.98
MU012117.1	1	81308	13649	80674	99.2202	19.3952	35.6	3.22
JAACYO010027175.1	1	5952	998	5952	100	21.7038	35.6	2.85
JAACYO010027176.1	1	5953	968	5953	100	20.933	35.7	2.08
JAACYO010027283.1	1	1837	248	1837	100	14.9085	35.6	0
JAACYO010027284.1	1	1837	238	1837	100	16.7376	35.6	0.563
JAACYO010027312.1	1	44499	6322	44499	100	18.5429	35.8	6.39
JAACYO010027313.1	1	44499	6221	44499	100	18.1934	35.8	6.11
JAACYO010027320.1	1	63290	9332	63261	99.9542	19.1091	35.7	11
JAACYO010027321.1	1	62739	9082	62739	100	18.7456	35.7	9.29
JAACYO010027332.1	1	38692	5169	38692	100	17.4	35.7	4.35
JAACYO010027333.1	1	38689	5747	38689	100	18.0076	35.7	4.22
JAACYO010027334.1	1	8791	1943	8791	100	25.0262	35.1	2.96
JAACYO010027335.1	1	9735	1215	9735	100	16.249	35.5	7.9
JAACYO010027336.1	1	13365	2294	13365	100	21.7362	35.4	2.96
JAACYO010027337.1	1	13364	2643	13364	100	21.2078	35.4	2.89
JAACYO010027338.1	1	8794	2750	8794	100	27.2141	35.1	2.42
JAACYO010027339.1	1	17573	4576	17573	100	24.2638	33.6	2.21
JAACYO010027340.1	1	17574	3939	17574	100	24.7977	33.5	3.55
JAACYO010027341.1	1	9738	1270	9738	100	16.8657	35.5	9.74
JAACYO010027368.1	1	377503	60880	377503	100	20.9722	35.7	6.71
JAACYO010027369.1	1	377370	60739	377359	99.9971	20.9598	35.8	6.79
JAACYO010027370.1	1	87422	16092	87362	99.9314	20.7829	35	4.98
JAACYO010027371.1	1	87400	17230	87341	99.9325	21.2051	34.9	5.3
JAACYO010027372.1	1	39384	6488	39376	99.9797	20.9216	35.5	9.55
JAACYO010027373.1	1	74841	12996	74841	100	20.9272	35.5	4.9
JAACYO010027374.1	1	74818	13138	74818	100	21.1305	35.5	5.08
JAACYO010027375.1	1	39353	6669	39353	100	21.3459	35.6	9.42
JAACYO010027376.1	1	28864	4700	28864	100	20.0742	35.6	7.43
JAACYO010027377.1	1	28861	4943	28861	100	21.3755	35.7	8.56
JAACYO010027378.1	1	26592	4103	26592	100	19.8668	35.6	5.41
JAACYO010027379.1	1	26587	4123	26587	100	20.0806	35.7	4.69
JAACYO010027380.1	1	18694	3080	18694	100	19.9864	35.2	4.73
JAACYO010027381.1	1	18678	3122	18678	100	20.2381	35.4	4.82
JAACYO010027402.1	1	194781	30914	194776	99.9974	20.6746	35.7	5.11
JAACYO010027403.1	1	338185	52580	338101	99.9752	20.3232	35.8	5.89
JAACYO010027404.1	1	338219	52589	338137	99.9758	20.303	35.8	5.84
JAACYO010027405.1	1	124994	19958	124957	99.9704	20.8309	35.7	4.9
JAACYO010027406.1	1	69554	11070	69554	100	20.7495	35.8	5.35
JAACYO010027407.1	1	51321	8619	51319	99.9961	21.0643	35.7	3.02
JAACYO010027408.1	1	51331	8846	51331	100	21.5358	35.7	3.45
JAACYO010027409.1	1	49641	8122	49611	99.9396	21.1282	35.8	6.98
JAACYO010027410.1	1	11486	2149	11486	100	21.7002	35.7	5.69
JAACYO010027411.1	1	27215	4456	27215	100	21.4679	35.7	6.98
JAACYO010027412.1	1	49642	8101	49642	100	21.071	35.7	7.14
JAACYO010027413.1	1	11485	2197	11485	100	21.735	35.6	7.11
JAACYO010027414.1	1	27252	4599	27252	100	22.0753	35.6	7.31
JAACYO010027425.1	1	98930	14950	98927	99.997	19.7101	35.7	7.73
JAACYO010027426.1	1	98924	14808	98917	99.9929	19.4312	35.8	6.9
JAACYO010027427.1	1	71616	10992	71616	100	19.9014	35.7	6.04
JAACYO010027428.1	1	71583	10985	71583	100	19.9082	35.7	5.7
JAACYO010027429.1	1	85058	11967	85028	99.9647	17.9466	35.6	3.24
JAACYO010027430.1	1	85145	12105	85088	99.9331	18.3149	35.7	4.36
JAACYO010027441.1	1	50333	7773	50333	100	19.9739	35.7	4.28
JAACYO010027442.1	1	50345	7462	50345	100	19.1169	35.7	3.86
JAACYO010027443.1	1	6651	961	6651	100	19.0229	35.7	3.27
JAACYO010027444.1	1	6651	934	6651	100	18.0535	35.7	2.86
JAACYO010027457.1	1	132708	20778	132690	99.9864	20.5116	35.8	5.29
JAACYO010027458.1	1	132767	20822	132735	99.9759	20.5788	35.8	4.67
JAACYO010027459.1	1	49133	8143	49133	100	21.7081	35.8	4.7
JAACYO010027460.1	1	49140	8055	49140	100	21.5485	35.8	3.85
JAACYO010027461.1	1	9670	1472	9659	99.8862	19.933	35.8	4.77
JAACYO010027462.1	1	9670	1345	9670	100	18.2578	35.8	3.65
JAACYO010027524.1	1	71887	10789	71880	99.9903	19.1544	35.8	2.4
JAACYO010027525.1	1	71883	10755	71883	100	19.0865	35.8	2.8
JAACYO010027526.1	1	6381	850	6381	100	17.0766	35.7	3.01
JAACYO010027527.1	1	6381	854	6379	99.9687	17.0491	35.8	2.52
JAACYO010027532.1	1	118858	18075	118858	100	19.7589	35.7	3.23
JAACYO010027533.1	1	118867	17691	118867	100	19.3276	35.7	3.29
JAACYO010027534.1	1	1589	277	1589	100	20.7571	33.7	5.18
JAACYO010027535.1	1	1590	343	1590	100	20.1126	33.4	4.3
JAACYO010027554.1	1	20041	2836	20041	100	18.5109	35.7	7.39
JAACYO010027555.1	1	20043	2816	20043	100	18.5383	35.7	7.15
JAACYO010027556.1	1	22479	2666	22479	100	15.5086	35.7	5.67
JAACYO010027557.1	1	14852	2201	14852	100	19.1732	35.8	4.97
JAACYO010027558.1	1	22481	2880	22481	100	16.8247	35.6	6.56
JAACYO010027559.1	1	14862	2185	14862	100	18.9517	35.8	4.82
JAACYO010027560.1	1	11329	1601	11293	99.6822	18.4593	35.8	9.66
JAACYO010027561.1	1	11332	1633	11332	100	18.9181	35.6	9.37
JAACYO010027580.1	1	30929	4817	30929	100	20.3196	35.7	2.49
JAACYO010027581.1	1	30924	4823	30924	100	20.4901	35.7	3.89
JAACYO010027582.1	1	14110	2066	14110	100	19.1212	35.8	2.83
JAACYO010027583.1	1	14109	2093	14109	100	19.3895	35.7	3.07
JAACYO010027584.1	1	5710	783	5710	100	17.6054	35.5	1.61
JAACYO010027585.1	1	5710	785	5681	99.4921	17.6305	35.5	1.02
JAACYO010027610.1	1	93488	16792	93488	100	20.7677	35.6	6.01
JAACYO010027611.1	1	93490	16633	93490	100	20.4895	35.6	5.8
JAACYO010027612.1	1	11249	1623	11249	100	18.4444	35.7	5.1
