#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
MU018158.1	1	5064	1792	4977	98.282	37.5474	34.2	31.7
JAACYN010016421.1	1	3975	738	3975	100	23.8475	35.9	59.4
JAACYN010016425.1	1	1848	285	1848	100	19.5952	35.5	59.4
JAACYN010016426.1	1	2740	409	2740	100	16.2109	35.7	43
JAACYN010016451.1	1	1323	484	1323	100	30.6017	32.9	33.7
JAACYN010016473.1	1	3160	901	3106	98.2911	35.0396	35.7	27.2
JAACYN010016474.1	1	2149	363	2149	100	22.0614	35.6	57.5
JAACYN010016477.1	1	2156	337	2156	100	18.4142	35.7	56.2
JAACYN010016484.1	1	1067	377	1067	100	46.7919	35.6	59.5
JAACYN010016485.1	1	2953	620	2953	100	27.2547	35.7	58.5
JAACYN010016498.1	1	4389	793	4389	100	23.4545	35.5	59.5
JAACYN010016519.1	1	1800	559	1800	100	38.2483	35.7	56.1
JAACYN010016594.1	1	3463	672	3463	100	24.983	35.6	58.8
JAACYN010016601.1	1	1281	952	1281	100	54.4387	32.3	38.1
JAACYN010016651.1	1	1130	215	1130	100	24.6743	35.8	58.5
JAACYN010016652.1	1	1098	153	1098	100	15.031	35.4	53.3
JAACYN010016730.1	1	1035	413	1035	100	34.7024	34	48.2
JAACYN010016747.1	1	1150	489	1150	100	38.3278	34.1	39
JAACYN010016757.1	1	2638	669	2638	100	32.196	35.4	57.3
JAACYN010016761.1	1	2918	566	2918	100	24.4788	35.5	57.1
JAACYN010016767.1	1	4214	956	4212	99.9525	28.9037	35.5	58.3
JAACYN010016821.1	1	2303	406	2303	100	22.4112	35.9	59.4
JAACYN010016825.1	1	8386	1927	8386	100	27.9065	35.6	54.9
JAACYN010016833.1	1	1135	6486	1135	100	443.725	33.5	32.8
JAACYN010016851.1	1	2770	430	2765	99.8195	18.3531	35	50.3
JAACYN010016906.1	1	6977	1539	6977	100	28.6926	35.7	59.3
JAACYN010016912.1	1	1132	227	1122	99.1166	25.083	35.8	50.9
JAACYN010016928.1	1	6231	1017	6231	100	21.0953	35.8	57.7
JAACYN010016930.1	1	8549	1773	8549	100	26.4005	35.6	59.1
JAACYN010017081.1	1	1173	2075	1173	100	165.791	34.1	29.9
JAACYN010017106.1	1	1323	1930	1323	100	101.702	32.4	37.4
JAACYN010017215.1	1	1496	1369	1496	100	99.0742	34.9	6.13
MU018159.1	1	1531	940	1435	93.7296	65.9726	33.7	21.5
JAACYN010017587.1	1	1080	695	1080	100	83.7454	35.8	39.5
MU018160.1	1	1035	474	901	87.0531	20.7063	27.7	8.35
JAACYN010017687.1	1	1749	774	1749	100	51.5432	34.9	57.5
JAACYN010017799.1	1	7576	1092	7576	100	18.7088	35.4	58.1
JAACYN010017813.1	1	1171	163	1166	99.573	16.9607	35.8	29.2
JAACYN010017843.1	1	9121	2265	9119	99.9781	30.327	35.5	52
MU018161.1	1	1184	603	1177	99.4088	44.0617	33	43.5
MU018162.1	1	2843	438	2782	97.8544	14.4196	34	42.6
MU018163.1	1	1595	1322	1497	93.8558	65.358	33.2	21.8
MU018164.1	1	1223	1089	1127	92.1504	108.673	35.7	49.5
JAACYN010018138.1	1	3106	564	3106	100	19.4388	35.4	41.3
JAACYN010018142.1	1	9942	703	9942	100	9.29803	35.7	6.49
JAACYN010018212.1	1	8458	1963	8457	99.9882	30.5033	35.7	43.8
JAACYN010018302.1	1	5908	1399	5908	100	30.5301	35.7	57.2
JAACYN010018318.1	1	2811	507	2811	100	23.2529	35.6	59.4
JAACYN010018342.1	1	1390	280	1390	100	26.4388	35.6	51.3
JAACYN010018355.1	1	2034	397	2034	100	21.0816	34.8	52.8
JAACYN010018394.1	1	3011	730	3011	100	28.8824	35.3	48.6
JAACYN010018395.1	1	6207	1634	6207	100	31.8246	35.4	53.7
JAACYN010018424.1	1	1607	664	1607	100	51.0933	35.6	55.9
JAACYN010018433.1	1	2977	2886	2977	100	113.681	35.7	35.4
JAACYN010018592.1	1	2802	582	2802	100	27.1049	35.8	58.1
JAACYN010018613.1	1	11093	2240	11092	99.991	26.0633	35.7	58
JAACYN010018624.1	1	3552	1105	3552	100	39.6619	35.7	56.5
JAACYN010018685.1	1	7434	1614	7434	100	27.5911	35.6	58.6
JAACYN010018697.1	1	4114	886	4114	100	27.8391	35.4	59.4
JAACYN010018702.1	1	8139	1536	8137	99.9754	24.7055	35.6	56.5
JAACYN010018772.1	1	2313	1599	2313	100	91.6688	35.9	47.8
JAACYN010018844.1	1	2731	2912	2731	100	139.473	35.8	30.2
JAACYN010018871.1	1	1361	1586	1360	99.9265	155.24	35.8	2.12
JAACYN010018964.1	1	3588	780	3588	100	25.3807	35.6	49.8
MU018165.1	1	4431	954	4421	99.7743	27.6403	35.3	58.1
MU018166.1	1	9763	2562	9760	99.9693	31.269	35.3	55.2
MU018167.1	1	1155	322	1057	91.5152	30.0009	33.8	50.1
JAACYN010019119.1	1	2752	703	2752	100	29.2696	35.4	54.4
JAACYN010019220.1	1	8620	1842	8613	99.9188	27.7963	35.7	53.9
JAACYN010019228.1	1	13157	2938	13157	100	28.8558	35.7	57.3
MU018168.1	1	4176	29915	4084	97.7969	330.723	33.7	6.57
MU018169.1	1	3593	636	3586	99.8052	22.5956	35.5	58.4
MU018170.1	1	9030	2027	8933	98.9258	28.9234	35.5	53.7
JAACYN010019502.1	1	4371	911	4371	100	27.323	35.8	22.1
JAACYN010019566.1	1	3656	561	3656	100	19.799	35.5	58.6
JAACYN010019569.1	1	3557	745	3557	100	26.6874	35.6	59.1
JAACYN010019579.1	1	1958	353	1906	97.3442	22.8437	34.8	54.4
JAACYN010019606.1	1	6552	1681	6552	100	32.8515	35.8	50.6
JAACYN010019659.1	1	1403	1264	1403	100	60.2459	33.3	32
JAACYN010019661.1	1	16920	3184	16890	99.8227	24.5894	35.8	58.6
JAACYN010019748.1	1	1821	308	1821	100	21.38	35	59.4
JAACYN010019755.1	1	3140	696	3140	100	27.4704	35.6	55.6
JAACYN010019759.1	1	2698	676	2697	99.9629	29.0741	35.2	10.5
JAACYN010019765.1	1	9246	1910	9246	100	26.2782	35.7	58.8
JAACYN010019781.1	1	2561	786	2561	100	35.043	35.2	50.7
JAACYN010019783.1	1	3584	772	3584	100	28.3125	35.5	59.2
JAACYN010019804.1	1	7151	1409	7151	100	25.184	35.5	37.7
JAACYN010019810.1	1	5101	546	5083	99.6471	13.9763	35.9	14
JAACYN010019898.1	1	6150	1340	6150	100	27.1888	35.4	55.2
JAACYN010019905.1	1	8344	2002	8336	99.9041	31.2444	35.7	56
JAACYN010019924.1	1	1225	162	1222	99.7551	14.5559	35.1	20.4
JAACYN010019947.1	1	1244	226	1244	100	20.2267	35.8	59.4
JAACYN010019964.1	1	3425	1743	3425	100	49.9585	33.7	41.3
MU018171.1	1	6371	1097	6281	98.5873	21.0154	35.3	52.7
JAACYN010020222.1	1	6518	1530	6484	99.4784	26.695	35	49.8
JAACYN010020241.1	1	1763	374	1740	98.6954	22.4027	34	42.4
JAACYN010020348.1	1	7370	1257	7370	100	21.8969	35.5	58.4
JAACYN010020443.1	1	1404	350	1404	100	29.8113	35.5	35.1
JAACYN010020458.1	1	3326	593	3326	100	23.0373	35.4	57.7
JAACYN010020460.1	1	3575	649	3575	100	20.5631	35.5	57.6
JAACYN010020492.1	1	8855	3015	8855	100	36.9859	34.2	45.3
JAACYN010020495.1	1	10294	2192	10284	99.9029	27.577	35.7	56.4
JAACYN010020523.1	1	7507	1946	7507	100	33.7153	35.7	59.2
JAACYN010020537.1	1	8997	1574	8997	100	22.4792	35.2	58.6
MU018172.1	1	3231	313	3043	94.1814	12.4865	35.6	28.2
JAACYN010020561.1	1	6402	1223	6402	100	24.9256	35.7	59.3
JAACYN010020578.1	1	27729	2963	27701	99.899	13.9161	35.6	0.255
MU018173.1	1	17692	3672	17597	99.463	26.1227	35.5	56.5
JAACYN010020642.1	1	5269	1138	5269	100	28.4109	35.8	52.2
MU018174.1	1	19732	3983	19623	99.4476	26.0153	35.6	58.5
JAACYN010020671.1	1	4612	980	4576	99.2194	27.3187	35.6	39.6
JAACYN010020674.1	1	3547	333	3532	99.5771	12.2644	35.6	3.64
MU018175.1	1	7972	4327	7843	98.3818	38.7534	34.2	19.9
JAACYN010020779.1	1	24373	2454	24351	99.9097	12.9142	35.6	1.01
JAACYN010020783.1	1	4820	1459	4820	100	39.229	35.7	58
JAACYN010020811.1	1	7507	1547	7507	100	26.7705	35.7	57.2
MU018176.1	1	22938	5954	22844	99.5902	27.9792	34.7	44.8
JAACYN010020823.1	1	4279	797	4279	100	23.824	35.7	59.7
JAACYN010020825.1	1	6447	1140	6447	100	23.0188	35.6	57.5
JAACYN010020828.1	1	3422	682	3422	100	25.3177	35.6	48.5
JAACYN010020900.1	1	6261	995	6261	100	20.5675	35.5	48.9
JAACYN010020902.1	1	8003	1465	8003	100	22.4008	35.4	53.2
JAACYN010020911.1	1	9254	1895	9254	100	26.482	35.6	59.3
JAACYN010020914.1	1	3200	357	3190	99.6875	14.5981	35.7	6.81
JAACYN010020915.1	1	3069	674	3067	99.9348	28.2792	35.7	58.3
JAACYN010020925.1	1	8004	1642	8004	100	26.5543	35.7	57.3
JAACYN010020949.1	1	7098	1542	7098	100	28.1405	35.7	58.4
JAACYN010020996.1	1	3000	247	2992	99.7333	10.2097	35.6	7.73
MU018177.1	1	6582	2647	6580	99.9696	47.4026	34	34.4
MU018178.1	1	3462	1756	3452	99.7111	64.3004	35.8	55.8
MU018179.1	1	7789	1634	7671	98.485	27.461	35.5	57.9
MU018180.1	1	13529	2624	13521	99.9409	25.3068	35.6	58.5
JAACYN010021198.1	1	9591	2196	9590	99.9896	30.0473	35.7	46.4
JAACYN010021226.1	1	3874	532	3766	97.2122	14.937	35.2	6.06
JAACYN010021227.1	1	9347	1946	9347	100	26.8971	35.5	58.5
JAACYN010021245.1	1	9627	1860	9627	100	25.2435	35.7	59.7
JAACYN010021272.1	1	10124	2443	10124	100	31.1748	35.6	58.9
JAACYN010021358.1	1	5069	2018	5069	100	51.84	35.6	59.2
JAACYN010021395.1	1	8015	2530	8015	100	39.6831	35.6	59.3
JAACYN010021411.1	1	16671	4099	16671	100	31.7553	35.8	58.4
JAACYN010021413.1	1	5832	1115	5832	100	24.31	35.4	58.4
JAACYN010021463.1	1	7418	1545	7418	100	27.0251	35.6	58.4
JAACYN010021469.1	1	6210	1168	6210	100	24.6807	35.5	58.9
MU018181.1	1	15051	3904	14946	99.3024	33.4127	35.6	48.3
JAACYN010021573.1	1	22979	5109	22979	100	28.1899	35.5	54.7
MU018182.1	1	7987	1544	7894	98.8356	23.4229	35.3	50.9
JAACYN010021592.1	1	7237	1559	7237	100	27.5939	35.7	54.7
JAACYN010021606.1	1	9587	2822	9587	100	35.5764	35.1	53.5
JAACYN010021611.1	1	6044	977	6044	100	21.0817	35.6	22.5
JAACYN010021616.1	1	7329	1346	7329	100	24.0662	35.5	57.2
MU018183.1	1	8142	675	8051	98.8823	10.719	35.5	6.65
JAACYN010021637.1	1	14406	3260	14406	100	29.4007	35.5	58.4
JAACYN010021669.1	1	2656	516	2650	99.7741	24.5986	35.6	29.5
JAACYN010021672.1	1	5617	575	5617	100	13.1002	35.5	4.82
JAACYN010021698.1	1	3613	873	3613	100	30.7548	35.8	26.9
MU018184.1	1	7359	1413	7350	99.8777	24.5801	35.6	58.5
MU018185.1	1	4983	1238	4968	99.699	27.5717	35.4	47.8
JAACYN010021747.1	1	7426	1519	7426	100	26.8529	35.8	52.2
MU018186.1	1	3622	3212	3614	99.7791	111.57	35.4	9.03
JAACYN010021771.1	1	4969	1240	4969	100	27.9748	35.5	51.9
JAACYN010021781.1	1	10695	3160	10695	100	37.5568	35.4	55.7
MU018187.1	1	6996	1460	6897	98.5849	27.0114	35.6	59.1
JAACYN010021810.1	1	15760	3975	15760	100	32.4253	35.5	55.1
JAACYN010021821.1	1	10911	2501	10911	100	29.6641	35.6	58.9
JAACYN010021881.1	1	1319	271	1319	100	26.4792	35.3	59.1
JAACYN010021893.1	1	6591	1718	6591	100	33.5488	35.5	51.1
JAACYN010021908.1	1	5630	1017	5630	100	23.4659	35.8	57
JAACYN010021937.1	1	3686	1735	3686	100	60.9655	35.7	30.2
MU018188.1	1	6606	1184	6599	99.894	22.3562	35.7	51
JAACYN010021997.1	1	6103	576	6049	99.1152	12.1809	35.5	29
JAACYN010022046.1	1	10661	2342	10661	100	28.5646	35.7	55.8
JAACYN010022085.1	1	3703	1097	3703	100	25.1248	33.4	43.2
JAACYN010022102.1	1	3608	782	3608	100	28.4468	35.7	59.7
JAACYN010022105.1	1	12518	5113	12518	100	49.0053	35.1	44.2
JAACYN010022107.1	1	4593	465	4551	99.0856	11.9053	35.5	15.5
MU018189.1	1	8835	1734	8828	99.9208	24.8638	35.4	58.9
JAACYN010022165.1	1	7124	1706	7124	100	30.556	35.7	48
JAACYN010022221.1	1	3660	723	3660	100	24.5161	35	55.2
JAACYN010022237.1	1	7256	1373	7256	100	24.2472	35.5	57.9
JAACYN010022241.1	1	15915	1876	15864	99.6795	15.3171	35.9	3.82
MU018190.1	1	1805	109	1707	94.5706	5.67756	35.4	8.26
JAACYN010022264.1	1	5722	1247	5722	100	27.507	35.6	58.2
JAACYN010022265.1	1	10307	2941	10307	100	37.0938	35.8	58.5
JAACYN010022362.1	1	3667	1054	3667	100	27.5072	35.6	46.3
JAACYN010022372.1	1	3599	5072	3599	100	143.514	34.4	44
JAACYN010022376.1	1	4339	407	4339	100	11.9122	35.6	0
JAACYN010022381.1	1	11983	2663	11966	99.8581	28.4177	35.6	53
JAACYN010022389.1	1	13828	3099	13828	100	28.8952	35.7	58.8
JAACYN010022395.1	1	14199	5137	14199	100	35.7872	35.1	36.8
JAACYN010022403.1	1	3986	1212	3986	100	37.2313	35.1	57.6
MU018191.1	1	8215	7098	8206	99.8904	108.121	35.7	55.9
JAACYN010022521.1	1	7823	1839	7808	99.8083	30.2568	35.6	46.5
JAACYN010022572.1	1	7009	1632	7009	100	29.4757	35.4	52.2
JAACYN010022615.1	1	4586	609	4535	98.8879	17.6598	35.3	44.7
JAACYN010022637.1	1	8902	2248	8902	100	32.7721	35.7	59.7
JAACYN010022683.1	1	6168	1248	6167	99.9838	26.0859	35.7	44.2
MU018192.1	1	15104	2757	15006	99.3512	23.3264	35.4	59.2
JAACYN010022691.1	1	9744	2244	9744	100	30.3382	35.8	59.5
JAACYN010022695.1	1	4608	358	4589	99.5877	9.73698	35.4	7.31
JAACYN010022709.1	1	11930	2613	11930	100	28.309	35.6	58
MU018193.1	1	17674	2130	17634	99.7737	14.2507	35.6	17.2
JAACYN010022779.1	1	1650	1808	1650	100	146.792	35.7	59.5
JAACYN010022824.1	1	8382	1940	8382	100	28.2175	34.8	50.7
JAACYN010022838.1	1	8494	2079	8494	100	30.193	35.5	56.5
JAACYN010022844.1	1	9496	1843	9488	99.9158	24.8516	35.6	52.6
JAACYN010022871.1	1	3102	1029	3102	100	42.7785	35.6	43.6
JAACYN010022889.1	1	10433	2336	10433	100	26.6288	35.5	58.2
JAACYN010022893.1	1	1402	2868	1402	100	270.869	35.8	57.5
JAACYN010022905.1	1	4391	1464	4391	100	42.5625	35.5	58.6
JAACYN010022915.1	1	15698	2444	15677	99.8662	16.9862	35	14.4
JAACYN010023004.1	1	7991	1046	7956	99.562	15.2941	35.1	6.74
JAACYN010023031.1	1	8545	1882	8545	100	28.3532	35.8	59.1
JAACYN010023168.1	1	9292	1870	9277	99.8386	26.1677	35.6	44.9
JAACYN010023177.1	1	10991	3032	10991	100	33.502	34.9	46.8
JAACYN010023197.1	1	6425	1937	6425	100	39.5955	35.7	50.7
JAACYN010023259.1	1	45413	3827	45305	99.7622	10.5607	35.5	8.35
JAACYN010023360.1	1	3804	6022	3804	100	99.0739	33.7	18.7
JAACYN010023380.1	1	5901	1398	5901	100	30.3376	35.6	52.3
MU018194.1	1	27615	6660	27496	99.5691	29.9769	35.5	54.3
JAACYN010023394.1	1	2028	2492	2028	100	155.313	35.8	59.2
MU018195.1	1	3801	3029	3706	97.5007	69.2581	33.7	44.2
JAACYN010023428.1	1	17745	4157	17745	100	30.1054	35.6	58.5
MU018196.1	1	9897	1720	9744	98.4541	20.6809	35.5	58
JAACYN010023712.1	1	1708	998	1708	100	78.5111	35.8	59.3
MU018197.1	1	62416	17317	62408	99.9872	33.8696	35.3	46.2
JAACYN010023821.1	1	35202	10755	35202	100	39.0353	35.7	58.5
JAACYN010023822.1	1	25724	6419	25724	100	31.7533	35.5	52.7
JAACYN010023868.1	1	7574	3376	7574	100	56.7894	35.4	59.2
MU018198.1	1	23356	9256	23356	100	44.2601	34.9	52.8
JAACYN010025253.1	1	17525	7085	17525	100	35.3417	34.6	29.1
JAACYN010025263.1	1	1311	699	1311	100	71.0404	35.9	40.2
JAACYN010025264.1	1	79634	17245	79634	100	28.1003	35.6	59.5
JAACYN010025886.1	1	9161	2076	9146	99.8363	28.0637	35.6	56.4
MU018199.1	1	19956	4295	19853	99.4839	27.522	35.5	53.7
MU018200.1	1	19890	3746	19887	99.9849	24.2389	35.4	54.9
MU018201.1	1	20886	4214	20746	99.3297	25.5417	35.3	53.2
MU018202.1	1	27095	3464	26170	96.5861	15.0941	34.9	5.51
MU018203.1	1	26057	3174	25273	96.9912	15.2401	35.3	5.35
MU018204.1	1	4575	389	4477	97.8579	10.2907	35.1	1.68
MU018205.1	1	4573	493	4469	97.7258	13.5804	35	6.58
JAACYN010026126.1	1	9528	1316	9528	100	17.7048	35.6	0.0653
JAACYN010026127.1	1	9527	1177	9527	100	15.7216	35.5	0.284
JAACYN010026145.1	1	1437	1110	1437	100	102.114	35.6	5.99
JAACYN010026153.1	1	16625	3387	16625	100	26.1144	35.6	56.7
JAACYN010026182.1	1	7576	1690	7576	100	28.7529	35.6	55
JAACYN010026186.1	1	3629	619	3629	100	15.782	35.5	1
JAACYN010026187.1	1	1852	199	1852	100	16.3558	35.5	1.06
JAACYN010026188.1	1	3630	744	3630	100	19.0634	35.6	4.34
JAACYN010026189.1	1	1851	218	1851	100	18.2004	35.3	3.54
JAACYN010026239.1	1	1680	179	1638	97.5	13.9119	35.3	0
JAACYN010026343.1	1	12129	1251	12129	100	13.3525	35.7	6.7
JAACYN010026344.1	1	1985	205	1985	100	13.537	35.5	5.1
JAACYN010026362.1	1	3831	297	3825	99.8434	10.0861	35.8	0.0236
JAACYN010026409.1	1	1425	785	1425	100	72.1972	35.4	1.54
JAACYN010026417.1	1	1425	848	1425	100	78.0512	35.5	3.53
JAACYN010026436.1	1	1982	269	1982	100	16.947	35.7	6.14
JAACYN010026446.1	1	1691	188	1691	100	14.4069	35.7	3.51
JAACYN010026481.1	1	1691	218	1691	100	16.4542	35.5	5.22
MU018206.1	1	8787	730	8709	99.1123	10.1638	35.6	3.16
JAACYN010026555.1	1	2790	674	2790	100	31.6011	35.8	58.8
JAACYN010026562.1	1	6895	930	6877	99.7389	17.3862	35.7	22
JAACYN010026570.1	1	6889	893	6866	99.6661	16.6867	35.6	20.9
JAACYN010026600.1	1	3915	664	3915	100	21.9798	35.6	4.28
JAACYN010026601.1	1	4105	441	4105	100	13.76	35.5	14.3
MU018207.1	1	14957	1454	14696	98.255	12.5825	35.8	0.0743
JAACYN010026614.1	1	28359	3224	28359	100	14.7504	35.7	0.221
JAACYN010026618.1	1	7177	1912	7177	100	34.3174	35.8	59.6
JAACYN010026619.1	1	1973	569	1973	100	38.2418	36	55.4
JAACYN010026621.1	1	5871	778	5871	100	16.7399	35.7	4.07
JAACYN010026623.1	1	1429	366	1429	100	34.3457	35.6	51.8
JAACYN010026641.1	1	12454	1259	12374	99.3576	13.0728	35.8	0.403
JAACYN010026663.1	1	5872	734	5872	100	16.1196	35.5	0.958
JAACYN010026679.1	1	3916	634	3916	100	21.3136	35.8	5.66
JAACYN010026680.1	1	4099	400	4099	100	12.7638	35.5	12.5
JAACYN010026700.1	1	28359	3465	28359	100	15.7232	35.7	0.181
JAACYN010026744.1	1	23815	3356	23815	100	18.1905	35.8	0.652
JAACYN010026746.1	1	23814	3576	23814	100	19.3702	35.7	1.39
JAACYN010026762.1	1	1553	126	1553	100	10.9549	35.5	2.39
JAACYN010026763.1	1	1652	100	1652	100	7.2161	35.6	0
JAACYN010026764.1	1	1652	88	1652	100	7.26271	35.6	0
JAACYN010026765.1	1	1651	121	1651	100	8.60388	35.7	0
JAACYN010026766.1	1	1651	97	1651	100	7.80012	35.6	0
JAACYN010026771.1	1	5265	252	5179	98.3666	5.83799	34.8	2.06
JAACYN010026772.1	1	5268	303	5177	98.2726	7.02145	34.8	2.92
JAACYN010026773.1	1	23476	1512	23430	99.8041	8.40816	35.6	2.3
JAACYN010026774.1	1	23483	1622	23366	99.5018	9.04058	35.5	3.3
JAACYN010026775.1	1	1081	70	1051	97.2248	7.86309	36.1	0
JAACYN010026776.1	1	1081	75	1046	96.7623	4.29787	36.3	14.5
JAACYN010026782.1	1	12490	3390	12490	100	35.4834	35.8	51.9
JAACYN010026783.1	1	5609	884	5609	100	20.3425	35.7	19.6
JAACYN010026785.1	1	5608	749	5608	100	17.3088	35.8	16.7
JAACYN010026802.1	1	12125	1165	12125	100	12.5687	35.7	7.04
MU018208.1	1	8786	681	8668	98.657	10.0038	35.6	2.41
JAACYN010026824.1	1	1553	293	1553	100	10.1751	35.8	37.8
JAACYN010026835.1	1	2406	3952	2406	100	209.06	35.7	59.7
JAACYN010026836.1	1	34229	6570	34229	100	25.0286	35.8	11.3
JAACYN010026837.1	1	34214	6087	34214	100	23.093	35.7	8.36
JAACYN010026838.1	1	9511	3561	9511	100	48.3685	35.7	12.6
JAACYN010026839.1	1	9555	3007	9555	100	40.2316	35.6	9.78
JAACYN010026845.1	1	3811	605	3811	100	21.2469	35.8	20.9
JAACYN010026853.1	1	6108	323	6085	99.6234	6.7428	35.6	0
JAACYN010026863.1	1	4128	481	4128	100	14.4976	35.6	1.85
JAACYN010026875.1	1	32019	4263	32019	100	17.2525	35.8	27.3
JAACYN010026876.1	1	9730	1576	9730	100	20.6024	35.7	32.7
JAACYN010026877.1	1	9760	1566	9760	100	20.1892	35.6	32.4
JAACYN010026878.1	1	31995	4355	31995	100	17.7581	35.6	28.5
JAACYN010026880.1	1	10762	1428	10760	99.9814	17.0282	35.7	6.76
JAACYN010026892.1	1	1151	252	1151	100	27.7828	35.2	57.9
JAACYN010026893.1	1	10764	1475	10764	100	17.2856	35.7	9.69
JAACYN010026914.1	1	3797	596	3797	100	20.1859	35.8	20.1
JAACYN010026923.1	1	4128	497	4128	100	15.6109	35.7	2.43
MU018209.1	1	1905	2906	1801	94.5407	175.289	35.1	0.62
JAACYN010026971.1	1	1062	2685	1061	99.9058	307.249	35.2	0.111
JAACYN010026981.1	1	9623	1112	9623	100	15.0854	35.7	12.2
JAACYN010026982.1	1	9632	919	9620	99.8754	12.4064	35.7	0.417
JAACYN010026983.1	1	1338	221	1338	100	21.7653	35.4	11.4
JAACYN010026984.1	1	3496	349	3475	99.3993	12.8395	35.5	1.53
JAACYN010026985.1	1	1338	168	1338	100	15.7646	35.5	2.48
JAACYN010026986.1	1	3493	325	3493	100	12.1151	35.8	0.852
JAACYN010026994.1	1	7997	566	7980	99.7874	9.10104	35.8	3.26
MU018210.1	1	15851	1560	15640	98.6689	12.2746	35.3	5.73
JAACYN010027000.1	1	6277	529	6277	100	10.6435	35.2	2.79
JAACYN010027001.1	1	9866	1028	9866	100	13.35	35.6	5.52
JAACYN010027015.1	1	27884	2877	27884	100	13.3133	35.7	0.127
JAACYN010027016.1	1	27889	3159	27889	100	14.4984	35.6	0.975
JAACYN010027017.1	1	21267	2372	21267	100	13.6956	35.5	0.477
JAACYN010027018.1	1	21268	2543	21242	99.8778	14.7165	35.5	1.04
MU018211.1	1	8337	798	8243	98.8725	12.2379	35.5	6.74
JAACYN010027029.1	1	4759	575	4759	100	15.6501	35.7	4.55
MU018212.1	1	8323	749	8225	98.8225	11.351	35.4	6.68
